label	text1	text2
1	We loved this place , great atmosphere and friendly service . We asked for the freshest fish and Wayne offered to feed us Omakase style . Which was wonderful and reminded us of our old Sushi place in Glendale , CA . Needless to say we were there for hours drinking beer and sake . We can 't wait to go back again real soon ! ! !	
1	Amazing service ! My granddaughter broke her screen and we drove around looking for the best place . All the other places had ridiculous waits or prices ! Quick fix was amazing and so easy to work with . There 's no other choice in the valley !	
1	The super friendly staff is half the reason I keeping back to this place . Always good when your in a hurry and on a budget . You can not beat their prices . It doesn 't hurt they are open super late either .	
1	Food is good for the price . The place is pretty big with lots of big family table . The lunch menu starts off at 5 dollars ! Very good service for Chinatown ! ! ! ! I ordered preserved vegetables with intestines and ma po tofu . Both very authentic ! I always take my family here !	
0	omg This is the only place I have ever been to where the server ( family help ) said they had run out of hot water to make tea . Really ? ? Babies crying , i wasnt sure if i was at their house or restraunt .	
1	Zoom in ... Zoom out ... If you need the pressure checked in your tires this is the best and fastest way to do it . They have a lane dedicated to just checking your air and filling you up : ) Only problem , I forgot to have them check my spare . Wish they would automatically do it since it is just hanging on the back door ! ! !	
0	Went there after hearing about the Arizona Cardinals promotion , if the Cards won , you get a free medium coffee the day after the game . Well , I went , didn 't know about the app for the smart phone . Was told that I need the app and the phone wasn 't with me . Didn 't get the coffee , walked away unhappy .	
1	I decided try this place out because of the good reviews . This place is hidden in a small plaza . It was empty when we got there at noon on a sunday . The food came out fast and The egg rolls were very tasty but i thought the pho was just okay . The food was fresh and the service was good .	
1	This place is awesome ! ! We order probably weekly from them because it 's so yummy and convient . They deliver for free , the food is always hot , fast , and super good ! All the employees are also very nice . We love it and if you like chinese food you will too ! !	
0	The wait was ridiculously long and interiors were dirty . Most of the food we ordered never came out but they kept asking us if we wanted their dynamite . I don 't understand why so many people were raving about it or maybe it was just that one time on Christmas Eve ... . ?	
0	The fish was fresh enough but the spicy crab roll was all heat . Gyoza seemed overdone and the edamame was bland . Service was good if you don 't count the servers standing around the teppanyaki table chatting away .	
1	Its really hard to trust people when working with your car . They either upscale you or try to sell you things that you dont need . Joe was true and honest with his price . His work is worth the money spent . As with other reviews on here I WOULD HIGHLY RECOMMEND DC Window Tint for your cars tinting needs . Thanks again Joe .	
0	This place sucks I 've been waiting 40 minutes for my TO GO order . What 's the deal ? I 've been waiting 40 minutes for 1 taco and a burrito good thing I smoked before and I don 't have anything else to do but wait for this mediocre food that is conveniently placed a mile from my house . Thanks for the bad salsa and slow service . The food was good tho .	
1	Not sure about the 1 star rating ... ... but every time we have come here the staff has been great ! Dr . Cuellar has been a phenomenal person to work with and has given great advice to help us care for our little one .	
0	I give this place two years tops and they will be gone . Nothing special about this place it 's over priced and will not last long SmashBurger is crushed by even a place like del taco I kid you not . I had a burger at Del taco the day before and it was better then this	
0	We stopped by here for our breakfast , luckily we had Starbucks at hand . My coffee really got me through that thing . I 'm pretty sure my Cinnabon wasn 't finished baking , but they still served it . Honestly , I probably should have picked up breakfast while at Starbucks .	
0	Pretty horrible place subway , firehouse , blimpys , mr goodscents , cousins , Jersey mikes , safeway sub , pretty much any other sub place is 100000 times better , the staff was horrible the food tasted like it was left over from last week and this sub franchise has to be the worst in the valley .	
1	Nice , simple menu for a variety of taste buds . Nice options for people who need gluten and dairy free , as well . Friendly fast service . Nice addition to Desert Ridge . My kids love this place and I do , too . I would like to see a few more menu options , Like grilled veggies , but overall this place is great !	
0	Air conditioning was not functioning at a summer event called WINTERFEST . Seriously ? It may be an okay place to go to see an event , but I wouldn 't risk planning an event there . Big time disaster .	
0	I used to really like Tex Tubb ' s , but the place has gone down hill . I ordered a burrito and the rice and beans inside tasted like plastic . I think they were from the night before . I wouldn 't recommend this place and I won 't be back .	
0	Not a professional run business . Owner is unreliable and did not follow thru for us when we booked him for a day long trip . coach bus is very old and odor coming from bathroom makes it very difficult to sit in back of bus . Bus had mechanical issues and owner did not seem to care when he could not follow thru with what he promised and too late to hire another company ...	
0	Went there for lunch on July 12 on the 2 for 1 the hotel gave us . Pizza was ok and ribs were pretty good . Other than that nothing stood out . Many things were edible , but not a lot of flavor including the pasta bar where they make it for you . Go elsewhere this one is a dud !	
1	This is my go to location on the way to work . They are open super early and in the same direction that I 'm travelling . I hate going out of my way . The staff is very friendly and informative about their product offerings .	
1	I 've dealt with a lot of docs in my job . Dr Tahir was superb . Thoughtful , insightful , listened , took in the full picture , and was extremely intelligent and clear with his diagnosis and treatment recommendations . He stands out as a supremely good example of professional excellence and interpersonal humanity .	
0	Was here yesterday and the service was beyond slow ... my food order was wrong ... . TWICE ! The girl that took my order was nice , but that 's about the only positive thing I have to say about this place . The food was ... . forgettable ... I would 've been better off going to McDonalds and saving myself a couple bucks . The service and the food is just not worth it .	
0	During my 5 nights stay at Ritz , I went to Bistro 24 for breakfast my first morning . I experienced very slow service for Ritz standards . I had to wait a while for someone to wait on . It was not even busy . For the next 4 days , I just walked across the street to Starbucks .	
1	Checked in online and was in and out in under half an hour . Location was clean and my stylist , Tasha , was great . Conversational and adept at what she does - she knew exactly what I was looking for and completed it efficiently .	
0	We ordered this about a year ago shortly after they first opened . Overall the pizza was decent but seemed almost like an at home frozen throw it in the oven style and what really killed it was using CANNED MUSHROOMS ! We will never go again due to our favorite topping coming out of a can ...	
0	K . I 'm not a fan of the neg , but coldstones is my least favorite kind of icecream . Some people love it . I don 't know what it is about the ingredients . But it didn 't taste right to me . Maybe because I 'm do used to real foods .	
1	Atmosphere was definitely 1930 ' s / 40 's and food was excellent . The entertainment was a little loud , so it was hard to carry on a dinner conversation . Friendly staff and food was served quickly . Reservations is a good idea to guarantee seating .	
0	Service was good . I choose a table on the outside of the restaurant so I could people watch while enjoying a snack and drink . Prices are very high ... so much that I regretted not just grabbing some trail mix and a soda from a concession stand . Next time in LAS with time to kill I 'll try a different spot .	
0	Meh , I stopped in at Horny Toad with my lady to have a drink . It was mid - day on a Sunday & the bar area was empty except for us . We didn 't eat , but we had a couple of draft beers . The beers were over $ 4 each & they were served in small glasses . We didn 't even get a full pint ! Lameness , Horny Toad .	
0	Service = EXCELLENT Food = MEH Wine = POOR Our server was great ! The food wasn 't the best . Wine was horrible . Don 't plan for a romantic wine and steak dinner ; the wine was the main problem & didn 't go good with our meal at all ...	
0	I do not recommend this place ! I purchased groupon for the gel manicure and pedicure . I was defintely not satisfied . It was not worth the drive . In plus , they charged an extra five dollars for shellac , opi and other high quality nail polishes . That 's ridiculous . On top of that , the pedicure sucks !	
0	Not very good . 25 min wait for what should be somewhat fast food . The flavors were not very good on any of the 4 items we had . I 'd suggest they reevaluate the menu and then figure out how to be more efficient . People will forgive slow service for good food , but this place is a bust on all fronts .	
0	This place has really gone downhill . Absolutely awful service and Disneyland prices make for a pretty mediocre experience . I had to make two follow up requests for lemons to cover up the chlorine taste in the water , and two requests for bread . They need to hire more staff and lower their prices at least 25 % ... but I know they won 't and that people will still eat here .	
1	This is my go to place for when I need an unlimited supply of Chinese food . Great selection , great food and they never let your glass go empty . They are quick to clean up the table so you have enough room . Nice and courteous . The best part is , they always make sure there is not an empty tray of food . Just writing this makes me want to go back ! ! !	
0	It 's a fine theater and all , but yeah , I can 't go here . Sorry . I thought the audio was a tad loud . More importantly , the seat are just average . I can 't help it . I 've been spoiled by super comfortable seats at other places . dmo out	
1	Red Oak is one of the few places in Oakland where it 's possible to get healthy food . The wraps and salads are great , the food is locally sourced and organic , and the atmosphere inside is rather cool . It can get busy during the school year , but they 're actually rather quick .	
0	The service does not exist here . The worker is just laughing and hanging out with a friend while you self - serve and have to interrupt their conversation to pay . The worker was chatting with her friend even while I 'm paying . That said , their yogurt is one of my favorites : ) Try their greek yogurt . Everything else is icy and not my taste .	
1	Awesome place , great customer service , and amazing prices . Really friendly and knowledgeable . Always helpful , never pushy , very professional . They can even order items for you if they don 't currently stock them ... just ask ! Will return over and over !	
0	Sad experience . Spent 60 . 00 sending flowers to a guest reservation , restaurant manager and general manager both told me they bungled it and were very sorry but NO they don 't really care much about helping me get a refund on flowers they lost . Can 't say this was a good experience or a good way to resolve a problem on their end .	
0	You get what you pay for . Their prices are great but they never ask what you are looking for . They ask you to have a seat and thread your eyebrows however THEY want . On my last visit , I tried to explain I was trying to grow my eye brows out ... they did the opposite and left them completely uneven . l will not be returning !	
1	Right away I was greeted by the owner , I am sure we looked lost . The people shopping inside were just as nice as the people working . They had a large selection of kids comics which is what we were looking for and the reason we will go back . I love being able to help out locally own shops too !	
1	I thought that Le Peep 's was very good . I liked how it was not such a big place , but the right size . I had ordered the Desperado skillet and really enjoyed it . It was a pretty big size that I wasn 't expecting so much ! I had to bring some of it home . It was still tasty when I ate it later . I do recommend this place .	
0	Pretty disappointed ! Visually the restaurant looked nice . The food on the other hand was a different story . The Dinuguan that I ordered barely had meat on it ! Was mostly pieces of Fat / Lard and it was not served warm / hot . Would not go back there again ! !	
1	Pretty surprising for a sports bar . Excellent variety , higher end quality and consistency with everything we 've tried here ! Even their steamed veggies are amazing . Try their honey medium spicy wings ! Bomb ! Great service and drinks .	
0	Ordered the double pepperoni with bacon & add spicy sausage please . Where 's the bacon , where 's the sausage . Very Dry . Little to no cheese or sauce ! ! Not Good ! ! My first and last pizza from Papa John 's & this location .	
1	Steve , great job today on my wife 's Prius ! I pulled into the garage and my first thought , you 're a magician . Thank you for making her new car new again ! I will definitely let my friends know about you .	
1	My favorite place to go to club . The atmosphere is awesome . It is tried to be replicated at other places on the strip but nothing is like this place . I would go back over and over . Go to encore beach club EARLY so you can get in . otherwise you will end up paying lots of money to get into the club .	
0	I came here for the fixed Sunday brunch menu . There are some fun things to try but I did not feel it was worth the $ 50 price . If they brought it down to $ 35 or $ 40 I 'd be more into it but spending $ 60+ dollars each after ( if you get a drink ) seems really ridiculous for Sunday brunch .	
0	Bad customer service . Unprofessional and inconsiderate and rude . A lot of things that they have posted about getting approved or all you need is a check is all false . I have been trying to contact them especially the owner john and he or they do not return calls . Don 't come here . They are money hungry and that 's all they care about . Beware	
1	Their food is always excellent , no matter what I 've ordered ( though I must say I love the Salmon salad with jalapeno dressing and the butternut squash ravioli with truffle oil ) . The firepit is relaxing . The music is fun . The service is sketchy ... touch and go . Don 't go if you 've got a timeline .	
1	Went in for an oil change , and left with a brand new jeep ! This was my second purchase from the Airpark location and I have had excellent service both times . I have worked with both the sales manager Nathan , and the sales person Shawn . They were great help finding the right jeep for me at the right price , and have since followed up with me since my purchase .	
1	Got an apple cinnamon muffin which I loved while I was in the store but my personal favourite was the scone I got with the lemon cream on it . By far THE BEST lemon cream I 've had in a long time .	
0	Well known upscale Italian restaurant that is quite inconsistent . I have had great meals but recently a very mediocre dining experience . Waitstaff were uninspiring and simply went through the motions . There are many places to choose from on the Vegas strip that will give you a better dining experience .	
0	I was a little nervous about shopping here after reading the reviews , but since it was closest to our hotel , we gave it a try . It was fine . Nothing worse than you 'd find in the SF Bay Area . Buck up , little campers . Quit being so stuck up .	
0	Horrible ! ! $ 8 . 00 for cold old cinnamon rolls then tried to see if they would give new ones and the employee was rude and said they are all that way and they can microwave them after microwave even worse now chewy like eating rubber this place sucks and customer service even worse !	
1	I 've been going to Nevada Trails for a few years now and I have nothing but good things to say . Dr . Brian and his staff are courteous and very professional . You won 't be disappointed !	
0	Loved the location on Tatum and shea but since they moved and adopted a new chipotle style concept it has completely gone down hill . The food is bland and sitting in containers for who knows how long . What a disappointment and I will not be going back or referring it to my friends . Bring back the old restaurant and awesome cooks where everything tastes fresh and hot !	
0	Rude service . They blame all their mistakes on the teamsters . Horrible union based company that cannot take any responsibilities for their own actions . If I had a choice I would never use them again but whats the use in complaining when they already have contracts with all the convention halls .	
1	I have been a patient of MVFP for over 10 years . I have a great Dr . ( Roseann Collins ) . And I find them to be organized and efficient . Nothing but good experience with them . Richard	
1	Delicious ! spent the last Mother Day there and it was a great spread ! It is pricey , but worth the interesting , exotic but oh so good flavors . Good Happy Hour all night at the bar area , I recommend the chicken lollipops . I usually do not like dark meat chicken , but I would eat this again and again ! ! ! Service was polite and friendly .	
0	Super greasy and very rare fajitas . Won 't eat them and won 't go back ... it was chilis to go that i ordered online ... that steak that had the texture of a roast is going to get someone sick ...	
1	Happened to be in Ceasar 's and figured if there was any place to stop by and grab lunch , it 'd be at Mesa and sure enough it didn 't disappoint . I had the highly recommended spiced pork tenderloin sandwich which was superb .	
0	The service was fairly friendly , but the coffee was terrible . It cost me $ 3 . 25 for a small coffee with sugar free vanilla syrup . I threw it away , as no amount of cream and sugar could make it drinkable .	
0	Sooo hungover , and new in town , I could only think of this place . It 's cute inside , the waitress was nice , but not very attentive . The plain waffle was flavorless , the bacon uncrisp and small , the potatoes were extra and toast did not come with the meal . Once the headache subsided , I thought of two places that served a better breakast for half the price .	
1	Food is good but not close to great . Service is very good . When we are going to do Mexican we usually go somewhere else , for about 10 - 15 % less we can get a comparable or better meal elsewhere . You cant beat the chips and salsa though which why I give it 4 instead of 3 stars .	
0	More like last option . Totally unqualified people with no common sense . Made our closing very difficult and delayed by more than 3 weeks . Luckily we found a reputable lender with Lone Mortgage and closed in less than 2 weeks .	
1	We stopped in here for a late lunch after touring the Capitol . They had a 51 beers on tap ( ! ! ) and close to 100 in bottles . We tried a local beer and ordered some grub . The food ( salad for me ) , was fine but nothing special . The location of the restaurant and all the beers on tap ( along with the ambience ) definitely makes up for the food .	
0	Seriously , they are not business friendly . Why can you not pay their overpriced bills with a credit card . If they are going to screw you , you should at least get points with your C . C . Why do we not have another choice for our electric ?	
1	i love Petsmart ! best pet store . big , bright , and easy to navigate ! this one is located right next to Walmart ... and the only negative is this shopping complex ... very hard to get on and off Charleston or Decatur .	
0	Wow , I really liked the folks here , and they did pack my item well . However , the international shipment I was sending was based on size and not weight , the box they chose would have cost me and extra 250 . 00 in shipping had I not taken the package home cut the box down and repacked it .	
0	Blech . Yogurt was runny and yet crystallized at the same time -- absolutely not the creamy fro yo that I love . Store was dirty , lots of spillage . I wouldn 't suggest it unless you are desperate for a fro yo fix .	
1	i had lunch with my wife . momo is exellemt . fish is very fresh and good quality . sashimi and kiss of fire roll was so taste it . i strongly recommended momo ' s . customer service is excellent ! !	
1	Very good ! If you 're craving fry bread , this is the place to get it . And yes , real Indians are working there ! Its very fresh . The only complaint is that they charge you for extra honey . The hours aren 't great either . But its good weather it is dessert or lunch time !	
0	Food is pretty good ... service not so much . I can understand service being off when it 's busy but NOT when there 's nobody in the joint but you and one other guy waiting on his order . Smile , ladies ... You 're employed ...	
1	A welcoming yoga community . Angelica 's approach is refreshing - people don 't take themselves too seriously here , like they can at some yoga studios . I love their support of the worthy charity Yoga Gangsters , bringing free yoga to at risk young people .	
1	Super nice staff ! Food is delicious ! So Fresh ! I always sppreciate the hostess asks if we have preferred sesting . Such a simple question but so appreciated . Thankyou Madeleine . Having never eaten there before our waiter John was very helpful . He helped us make the best choices for our appetites and tastes !	
0	I second Crista S 's review above . I bought the Groupon for this place , although it doesn 't look like they even exist anymore . Their number is disconnected , and I could not reach them by email . I 've pinged Groupon to take the coupon off the site , and this place should be removed from Yelp as well .	
1	We only had a milkshake , but darnit , it was the BEST shake ever . It was cherry and chocolate and alcohol . What more could you want ! Also , its enough to split , so $ 5 a person doesn 't seem so bad .	
1	This Beautiful Authentic Gem is the best kept secret in Vegas . The body and mind are lifted the second you walk in the door . The Food is made with integrity and Love . When the food is prepared with this much love , you can taste it in every bite !	
0	After waiting on the phone as caller number one for almost 10 mins , I decided to drive in while still on hold ... After getting parked and in line the casket FINALLY picked up my call . I ordered my food only to get home and it was WRONG . Avoid this location at all cost , I can 't believe they screwed up my meal after all that .	
0	Very disappointed with our meal and the service . It 's a new menu so there are kinks to be worked out , but it besides the beef the burger was a mess . Also , my drink was screwed up . I was willing to put up with the noise and crowd but they 've really fallen off their game .	
1	I absolutely love this seedy and cheap little appendage of Circus Circus . This is the first place I gambled once I hit 21 and it was a blast . Cheap tables , cheap slots , and surprisingly good drink service . Roulette was my favorite and I made about $ 30 bucks ( not bad considering the $ 2 buy - in ) .	
1	Their happy hour prices are very hard to beat . Perfect location next to ASU . Not to mention the sushi quality here is good . Not many places in Arizona can too 101 's sushi I highly recommend this place for people who are 1 ) looking for good sushi , 2 ) looking for a good happy hour , 3 ) looking for great prices especially college students .	
0	Went yesterday for lunch and ordered the sampler platter . The tri - tip was full of fat with no flavor , the small dark meat piece of chicken barely had any meat on it and even though my guest ordered her same meal with no cabbage or rice they still put it on her plate . I will not be returning ... .	
0	I have been here twice for lunch and was underwhelmed both times . There have always been more servers than customers , and yet , my glass stayed empty the entire time . The food was decent , but the portions were a bit small for the price ( we ordered pizza ) . I really wanted to love this place because it is so close to home , but I just haven 't had a great experience .	
0	People must like fishy fish tacos , because this place gets great reviews and a cool hangout , but every time I order fish tacos , they are very fishy . The plates and utensils are usually dirty , maybe is it part of NoDa style . I didn 't enjoy myself . Sorry .	
1	One of the best places we have dined ! The place runs like a well oiled machine and the pizza was out of the park . Wine list is top of the line and they have some great single malt scotch . I 'll be back .	
1	Took my car in for an oil change and was very impressed with the staff . They didn 't try to up - sell me a thousand things I do not need and I was in and out quickly . I was even able to get some work done while I waited since they have free WiFi .	
1	So , I had never gotten a spray tan before this experience . It was surprisingly positive . I thought I 'd come out of there looking like that old chick in Something About Mary ... but it looked FABULOUS ! It looked completely natural . The whole process was quick , professional and comfortable . I loved it and will be back .	
0	Hopefully you never get Erica as a server . She was very rude , rushed , and does not know the golden rule . She argues when questioned . I think because we all look younger she thought we wouldn 't tip well , her mistake . WILL NEVER RETURN TO THIS CHILIES !	
1	Really good bagels and great service . The apple cinnamon seasonal bagel is crazy good . Place is clean , service is nice . We 've had a lot of Einstein bagels brought to us , but never visited a location ; this is a great alternative to Starbucks for the road - trip traveler .	
0	It 's hard to like this place after Taj Mahal -- but there were many choices and it wasn 't the worst , but it really wasn 't the best . Some stuff was over salted and the chicken tikka was dry .	
1	G&D was our first stop for our Pub Crawl , the fried food sampler was good and the drinks were decent pour and priced . The server was nice and everything went well . The location is lose to a rail station with just a short walk .	
0	The worst Salmon I 've ever had . The service was garbage . The restaurant was dirty and again ... the worst Salmon I 've ever had . I 've been to my share of Hard Rock Cafe 's so , for food , service , cleanliness . . I 'll have to give two thumbs down in a 360 rotation .	
0	This restaurant was definately over priced . All the stories you hear about how cheap it is to eat in vegas , complete lie . Although I did stay on the strip , but still i dont think I had a single meal under $ 13 . That adds up quickly . The food here was good , but nothing to write home about .	
0	Meh . Is about the perfect way to describe this place . First , it 's too expensive ( I know it 's Vegas , on the Strip , but improve quality if you 're going to have such high cost ) . Food was okay at best . With so many other places at all different price ranges no need to eat at this one .	
1	I have been to 3 of the Kona Grill locations and they all have been good . Great food and the happy hour is the best . Great place to meet people during happy hour and great drinks and food . Pretty trendy .	
1	Not as good as Persian Room , yet they have really good meat and great service . Hookah is well packed , hookah guys are nice and change out charcoal and maintain regularly . Lots of options . They also have live music sometimes . Drinks are pretty good too .	
1	Amazing experience ! Came with a large party and had no issues . Server was polite and accommodating to everyone . We ordered the oxtail chili cheese fries and truffle fries as appetizers . Tried several different burgers and there was not a single disappointed person in our group . Great mix of flavors ! Great quality ! Cannot wait to go again and try more of the menu . Highly recommended !	
0	Ok definitely the worst restaurant I have been to in Scottsdale ! ! ! The service is slow ! ! ! ! They messed up every single item we ordered . The restaurant had a terrible draft and the food was mediocre . I would never ever go here again ! Many better options for Mediterranean food in Scottsdale . A definite add to the must miss list . Blech .	
0	Another rippoff but then what are the options for breakfast at 4am . As much as they charge for a Bacon , Egg & Cheese Biscuit and 1 lityle 2 - inch piece of Bacon . REALLY ? This place sucks and I should have stsyed away . Make sure to count your change too !	
0	So , I have a $ 60 . 00 credit that SWA has held for a year . I asked them for a refund and their reply was that I needed to book a flight within three days or they keep my money . How cheap can they get ? They didn 't even offer me an extension for another flight !	
0	I have been to this restaurant dozens of times throughout the years . I find the steaks are always good , but the seafood is really hit or miss . Was there yesterday and my lobster was totally over cooked . It was like complete rubber . It was barely edible . I should have known better to order it there , but I love surf and turf so I gave it a shot . Very disappointing .	
0	Just horrible ! More security than an airport with armed guards wielding guns menacingly who are complete and utter jackasses with less sense than the TSA . Was so exited to go to the FrightDome for Halloween but after how poorly I was treated right off the bat I decided that the 300 plus dollars we were about to drop would be better spent elsewhere . I have never been treated worse by an establishment than I was here .	
1	Great little airport . Now direct connection to Europe . Live piano music in terminal . Us airways hub . Rental car shuttles run every few minutes . Lots of charging stations for electronic devices . Airport is also small enough to make transfers easy .	
1	Best Italian food in Tempe . Love the vibe ! So friendly . Capellini is great , so is the Tiramisu . Great wine list & good happy hour ( before 6 pm ) prices . Oh yeah - also love the broccoli Stromboli .	
1	I don 't know what is wrong with people giving this place 1 or 2 stars complete wackos , because my girlfriend and I have been eating here as regulars for 3 years the food is always excellent maybe some things slip but it 's probably because the place is so busy has nothing to do with the food . We will always recommend this establishment .	
1	What a wonderful place to have lunch . Our server , Nick , was polite , attentive , fun and enthusiastically knowledgeable . The steakhouse salad was superb , the green goddess juice was delightful , and the drinks were well made and quick to land . The atmosphere was light and airy , and it was not noisy in spite of being a large room full of patrons . I look forward to returning .	
0	Was here recently and service was terrible plus food was not as tasty as it has been at other Macaroni Grills I have been to . Our waitress disappeared for a good 20 minutes before she even brought us water . Took forever to get our food and it was mediocre . I was really surprised because I have eaten at several Macaroni Grills in valley , Tucson and in other states .	
1	LGO was fantastic . Great food , great staff , and an outstanding storefront with the best English Muffins I have ever tasted . I have dined in twice ; however , and found the service to be a little on the slow side . Also , with regard to crowding and poor parking , LGO suffers from both .	
1	It had a super buffet for a Saturday ! I loved every morsel of it . Keep in mind it 's south Indian so it 'll be on the spicy side , But everything has amazingly bold flavors . The staff were so nice , they helped my grown daughter choose her food since she is new to Indian food and doesn 't like spicy . I 'll definitely be back . Go try it !	
1	Such a great atmosphere ! An amazing burger with killer fries and a garlic aioli sauce . What stood out most was the superb customer service . Cori was an absolute joy . She was incredibly knowledgeable about the menu and super friendly . Thanks so much to the entire staff ! We never wanted for anything . Highly recommend 5th and Wine , and definitely worth a return visit !	
1	Ra is a tradition for us . When I get to go home to the valley there always seems to be a girls ' night out . Great service and great food , all the time . Try their coconut creme brulee if you 're in the mood for something sweet . You won 't be disappointed ! Prices are best at happy hour- of course .	
0	Don 't bother stepping foot into this place if you value your time . Customer service leaves a lot to be desired , and I just finished waiting over two hours to get a small leak repaired . AVOID THIS STORE	
1	Every Jimmy John 's will get you generally the same quality food , but at this location , these guys are FAST ! It 's like they psychically read what you 're thinking . We always joke that your order goes like this : Me : I would like a . . Employee : HereYouGo ( Sandwich handed to you before you finish your sentence )	
1	I recently had a great experience at Austin Village Eyecare . The staff was great and I was able to set up an appointment in no time . Dr . Bhat was thorough and took extra time to explain and discuss all of my options . Extremely convenient and the office is very clean and modern . Thanks Dr . Bhat !	
0	Service was slow . 7 rolls came out one at a time over the course of 45 minutes so that no one really ate together . At the end , a gratuity was automatically added . We had a party of 5 . Never heard of an automatic gratuity for a party of 5 , but then again , I have never had worse service .	
1	We loved it . We have finally found a great gelato shop in Charlotte . Have the pistachio . Bring back your friends , they will love it . Get back on yelp and let the people know what you think .	
1	My husband and I tried this place for the first time tonight . My tepanyaki was amazing . My husband had sashimi and loved it . The pieces were a little small and the menus were sticky , otherwise I would have given it 5 stars .	
0	Stores aren 't that exciting , food selection sucks . Really isn 't so much an outlet mall as it is a crappy outdoor mall . I wouldn 't come back . But if you are too stupid for your own good definitely swing on by !	
1	Really great moving company . With these guys - what you see is what you get . They won 't nickel and dime their customers or charge them for petty things . They also include drive time in the overall charge so that 's a huge plus ! Really good people . I plan on using them again next month when I move .	
1	The salsa is really good . I liked mixing the tomatillo ( medium ) with the hot salsa on the chip . Gives it a smokey , sweet flavor . For my entree I had the Pescado Verde . Very flavorful fish dish . I highly recommend eating on the patio . There are fire pits , water features and fun Mexican decorations . Very secluded with plenty of shade .	
1	For an airline today , southwest is pretty good . The free bags ( 2 per person ) are a very nice bonus . If you took 2 bags for each leg of the trip , that would be $ 100 per person on any other flight ! You can tell the workers love working for southwest and are some of the funniest flight attendants around !	
1	My favorite chicken tortilla soup and corn bread . Great indoor or outdoor seating . Many times I have called in for take out food there for dinner parties and have never been disappointed . The food holds great in chaffing dishes and the corn bread is terrific for dinner parties . Cut it into four pieces and place in a linen covered bowl to keep warm and moist . Reheats fabulously .	
1	Excellent food ! Have been here many times over the years- both dine in and take out , and it is always excellent food . Amazing pizza and wings . Their teriyaki sauce is superb . Top notch . Will be a customer for years to come .	
0	This place sucks . It 's small , and their advertisements all over TV are BS . They don 't have any regular keno machines . Payouts on the machine games are crap . Only thing they have going for them is the location . I was super excited to be able to hit a casino 30 minutes from Glendale instead of having to go out to Casino Arizona or Fort McDowell . Won 't make that mistake again .	
1	If your a fan on McFarlane toys this is the store for you . i have loved the artristry of McFarlane for many years and have bought the toys as i have seen them in places like walmart . this is a very specilized store for McFarlane toys so its not for all toy lovers .	
1	Just ate there for my first time and it was delicious . Great , friendly staff and the food was phenominal ! I had the Carne Advocada , which was superb ( tasty with a little heat that lingers ) , and the PB&J Pasty dessert ( absolutely amazing ) . I will definitely come back ( when I 'm back in town ) .	
1	Caleb is the best ! I work at the salon up the street , and this place is always nice to walk into . My boyfriend has been coming here , and the customer service is top notch . He was a hardcore tobacco chewer for 15 years and hasn 't bought ANY since he started vaping . The knowledge here is top notch . Very welcoming to beginners . I recommend everybody here for starter sets or flavors .	
0	The food still sucks but it 's perfect for getting wasted and dance on the bar . Shot shot shot shot ! Hopefully I don 't loose a shoe and end up in the river bottom . Friends don 't let friends get fucked up and drown in Tempe town lake .	
0	The staff at this location just take the cake . They are pure rude just unkind so not humble or friendly people . How can they help people with such nasty attitudes its beyond me . How they have a job at all is beyond me . I will never return here .	
0	Hadn 't been back here in sometime . Was very disappointed at the slow service and mediocre food quality . Sure not like it used to be . Even the manager negotiated what she 'd bring in response to a simple request for sour cream . Too bad . Used to be a favorite with good food , drinks , service , and ambiance . Seems even the ducks have moved on .	
0	Disappointing . The food was below average and the service was ok . We were expecting a lot from this restaurant but it definitely did not deliver . Pasta was not homemade and sauces mediocre at best . Wine selection is very weak . The outdoor seating is a redeeming quality .	
0	The venue was fine for an airport , service was fairly quickly however the food was not great . I had a veggie omelette , nothing was mixed in except for a lot of cheese , it was very oily and didn 't taste that great . It was also pricy for what it was .	
1	Had the Tonkatsu - Shoyu Ramen ( pork + soy sauce broth ) . The food arrived quickly , and the portion size was just right ( not too big , not too small ) . The decor is minimal , but tasteful . Kenzo focuses on just the Ramen and does it well .	
0	Dave , one of the technicians at Desert Pool is very unprofessional and rude . He was very condescending to both my wife and in addition to quoting us a price and then once he started the work he tried to increase the price on us ! I would suggest calling anyone but them .	
0	Danger Will Robinson ! Avoid this place . Stale chips , Pace Picante salsa , microwaved food . I ordered a chimi and the middle was still frozen . Server was really slow and did not seem to know the menu . The dining area is extremely shabby : ripped cushions and dingy tables . I do not know why I stayed after the first five minutes .	
0	The biggest mistake I made this year . For starters the staff was rude and displayed poor customer service . The ride is mediocre , I would rather buy a timeshare in Louisville , Kentucky that pay to ride the High Roller again . Don 't do it ! ! ! ! !	
1	So delicious ! Came here during a lay over at 11pm . Lots of good side dishes . I normally dont like meat , but the korean short ribs was so sweet and yummy that I finished the entire plate . Seafood tofu was a winner .	
0	Usually good but today was terrible . Ordered eggs basted soft . Got scrambled . Sent back and they came back cold , basted with oil and burnt around the edges . Toast was pretty much NOT toasted . Manager brought out more eggs as we were paying the bill . They adjusted the check though , so that was nice .	
0	The food is good but the service is terrible . We were four people and they brought our orders one by one . . We went there for the breakfast and asked them to have wheat bread , we almost finished our food and they finally served us bread at the last moment . by the way it 's too expensive for this kind of food and service .	
