label	text1	text2
1	As it was being carried across the site of the present - day monastery , the Santa Faz is said to have suddenly become too heavy to hold , and believers claim that a tear fell from the right eye of the image .	There is a fantastical legend about the Santa Faz .
1	The Commission afforded interested persons the opportunity to comment on the proposed rule , and evaluated and responded to the comments in connection with publication of the final rule .	People had the chance to make comments on the proposed rule .
0	Also exhibited are examples of Linear B type , which was deciphered in 1952 and is of Mycenaean origin showing that by the time the tablet was written the Minoans had lost control of the major cities .	Linear B type was first deciphered in the 1880s .
2	On the following page is a summary of the stewardship land by category of major use , broken down within each category by principal holding agency , at September 30 , 199Z .	The page is broken down into 10 categories of major use .
0	after a certain amount of years of service these employees can take off like six months or something for some type of sabbatical or some you know some something like that	The employees don 't get any time off from work .
0	yeah um - hum yeah i have a on my credit cards i have a grace period if i pay it off within when the bill comes i i don 't have to owe any interest	I owe a lot of interest on my credit card .
1	AC Activated carbon ACI Activated carbon injection CAAA Clean Air Act Amendments DCS Distributed control system ESP Electrostatic precipitator FF Fabric filter FGD Flue gas desulfurization GWe Gigawatt ( electric ) IPM Integrated Planning Model LSD Lime spray dryer LSFO Limestone forced oxidation MEL Magnesium enhanced lime MWe Megawatt ( electric ) NAAQS National Ambient Air Quality Standards PJFF Pulsejet fabric filter PLC Programmable logic controller SCR Selective catalytic reduction SIP State Implementation Plan TVA Tennessee Valley Authority	There are amendments to the Clean Air Act .
2	you 're right you 're sure right it 's it 's nice to look at but the last couple of storms we 've had the last couple of snowstorms we 've had have really been good because they snowed and and like within a day it 's warmed right back up and melted the roads and stuff so	It was quite normal to have such warm weather after a snowstorm .
2	After initial discussions and further research , we narrowed our focus to 11 organizations that most closely met our criteria of being a recognized , competent information - sharing entity , primarily sharing sensitive or timecritical information pertaining to computer - based vulnerabilities and incidents .	The initial discussions and further research came up with many organization that are computer - based vulnerabilities .
1	The West tolerates Russia 's atrocities because it has no choice and because it is better for Russia to take out its aggression on its own citizens than to go adventuring abroad .	The West does not meddle in Russia 's atrocities .
1	By the way , if not showing up in gossip columns or fashion magazines makes me , or my colleagues , distinctly unfamous , I 'll wear that title proudly .	I 'll be proud to not be famous , if that 's what it means to not appear in fashion magazines .
1	But somewhere along the way , he may have absorbed Reagan 's lesson that while Americans like to gather Facts , the power Facts have to settle important questions is vastly overrated .	Reagan learned that Americans are interested in obtaining facts .
0	Busloads flock nightly to hear middle - of-the - road Irish cabaret at Jury 's Hotel in Ballsbridge and Doyle 's Irish Cabaret in the Burlington Hotel in Leeson Street .	No one likes Irish music .
2	At the end of c/ Mayor , just past c/ Bailen , is Parque Emir Mohammed I , where you can still see fragments of the old Moorish wall that encircled the Mayerit settlement .	The Mayerits built a wall to keep attackers out .
2	there were always the EPA people and what not were always telling us that uh farm chemicals and what not were destroying our water system and all that but we just we just never saw the results uh	We never knew that it could have a negative impact on our water til it happened .
1	like a a clothes hamper kind of thing that you know you lay your string in then you put your papers in there and tie them all up and bundle them up so i figured i might get me one of those	I thought about getting some of those clothes hamper kind of things .
1	Resuming a tradition of classical Rome in his work at Versailles , Andre Le N ? ? tre used the paths and avenues of trees and statuary to divide flowerbeds , ponds , and fountain basins into intricate geometric patterns .	Andr designed the gardens at Versailles with geometric patterns in mind .
1	5 billion , but households ' wealth declined by nearly $ 842 billion ( 2 percent ) largely as a result of the drop in the market value of households ' stock holdings .	The value of households ' stock holdings dropped and this contributed to a decline in household wealth .
2	well it was nice talking to you i haven 't ever i need to i 've never initiated one of these phone calls do you call in do you get to pick the subject or do they kind of	The subject is chosen by you .
1	But I still don 't see how he managed to prove his alibi , and yet go to the chemist 's shop ? Poirot stared at me in surprise .	It 's hard to see how he managed to prove his story is true .
0	His will decreed the house never to be sold , ensuring the mansion 's future , even as other residences fell into disrepair and demolition , often to be replaced by skyscrapers .	Other mansions were replaced by playgrounds .
0	None of this is to say that there aren 't successful entertainment companies , although the short list would probably include only Disney , Si Newhouse Jr . 's Advance Publications , and perhaps CBS ( because of its radio business ) .	Most entertainment companies are successful compared to the list of those , like Disney , who aren ' t .
2	Also , while PointCast packages news and information as your screensaver , SlateCast TM will package acute witticisms about the news directly onto your voice - mail answering message -- in your own voice -- thereby completely eliminating the need to develop or even to express your own opinions .	PointCast can package and deliver news and information to your screensaver , you can even set preferences for the types of news you 're interested in .
2	yeah right yeah no i um i i have both because that that 's what i use all the time is Unix systems um versus the DOS but then i teach DOS classes uh at night uh - huh part time so	Unix systems are more user - intuitive than DOS .
2	it 's just yeah it 's just over just uh about five ten minutes ago i guess it was a good game uh they won by about eight i think	It wasn 't a close game at all until the end when it became sort of a good game .
2	Former WTO Director - General Renato Ruggiero once called the WTO a new constitution for a single global economy , and protesters have seized on this somewhat presumptuous self - characterization to portray the WTO as a police state designed by rich nations to facilitate the exploitation of poor ones .	Renato Ruggiero was the WTO Director - General until 2004 .
2	well it 's kind of same for me i i grew up in southern New Jersey and the local team was Philadelphia and they were like thirty miles right up the river	I grew up in South Jersey but my favorite team was in Philadelphia .
1	Visitors see the traditional juxtaposed with the modern among Chinatown shophouses , among the vibrancy and aromas of popular night markets , and even in the modern shopping centers .	Visitors see a conflict between traditional and modern .
0	Depending on how much time you have , you may want to combine two or three of the regions in order to get a sense of the great diversity of French Paris and the wine country , the mountains , or the Atlantic or Mediterranean coasts .	France is a one dimensional tourist attraction .
1	we have um you know we 're at Aetna with uh an we have like the medical the dental insurance is separate is that what you mean and i don 't think it 's the basic i think it 's the other one	Our medical and dental insurance are separate .
1	To the south of the coastal area , Athenry Gardens ( formerly a plantation ) has wonderful views of the surrounding mountains , but these botanical gardens are renowned much more for what is under the ground than what is above it .	The surrounding mountains can be viewed from Athenry Gardens .
0	At the crucial moment when they make their choices , many of these people honestly believe that money -- beyond the cost of upper - middle-class comfort -- is not all that important to them , and most of them may turn out to be right .	Money is the most important thing to many people .
0	Generally , such statements were required from new users at the time access to information resources was first provided and from all users periodically , usually once a year .	Users were never asked for statements .
0	Socialists talked of Italy 's civilizing mission in the Mediterranean , seeking to divert the flow of emigrants ( heading increasingly to the Americas ) to experimental collectiv e land management in new African colonies in Tripoli and Cyrenaica .	There were no Immigrants in Italy .
0	really started going about seventeen he 's seventeen now he was he was fifteen then but uh i 've got a son son and both daughters like to go and uh they have got a a dock down in the protected area	My kids stay inside all the time ; I really wish they would get out occasionally .
0	That Clinton simply has no conception of why such an intrusion might be worrisome was evident from that speech , as it was from his radio address , in which he compared his proposal to the requirement that parolees take drug tests .	Clinton 's speech showed how they could see that the intrusion was worrisome by still necessary .
1	Second , Finkelstein echoes conventional historical thinking when he says Nazism 's main appeal lay in Hitler 's promises to restore order in post - Weimar Germany , end unemployment , and make the country an international power .	Finkelstein argues that Hitler 's promises to make Germany a great nation for its people were a primary part of the Nazism 's appeal .
0	Figure 6 - 5 shows the number of systems installed over an eight - year period , with most of these systems ( 97 of 137 ) installed during two consecutive years ( 1989 - 1990 ) .	Installations occurred evenly over the entire period .
2	During those halcyon days , Samuel Levi , as devout as he was rich , built a synagogue next to his home , Sinagoga del Transito ( Synagogue of the Dormition ) .	Samuel Levi lost his fortune and his faith before he died .
0	It travels all the way up to the centre of Little , deposits its passengers on the doorstep of the Salmon Corporation , then winds all the way back down .	The train winds its way all over the city .
1	Horses can also be rented from the Riding Club of Choupana at Hotel Estrelecia and the Quinta do Pantano ( Casais Pr ? ? ximos , Santo da Serra ; Tel . 291 / 552 577 ) .	Riding Club of Choupana rents out horses to people .
0	The CFO Council has played a key leadership role in establishing financial and performance improvement goals and priorities for changing the way federal agencies plan , budget , manage , evaluate , and account for federal programs .	The organizations do not abide the rules and consequences of CFO Council .
2	to them they had uh they 're trying to get out small computers but the only problem was that when they took that one out the small computer was the IBM PC	They wanted something that wasn 't the IBM PC .
1	These Year 2000 conversion efforts are often conducted under severe time constraints that , without adequate management attention , could result in a weakening of controls over the integrity of data and programs and over the confidentiality of sensitive data .	The severe time constraints on the Year 2000 conversion efforts could result in weaker control over the integrity of the data .
1	Well , luckily for me , I pitched down into a good soft bed of earth but it put me out of action for the time , sure enough .	I fell on some soft ground but I was hurt for awhile .
2	and in that case then i 'll be i 'll be at home when my children are at home but i 'd like to stay at home with them until they get in at least into kindergarten	I 'll quit my job if I have to to stay home with the kids .
2	The question mark nose is actually the Nepali numeral one , meaning the only way to enlightenment is by following the rules of conduct laid down by the Buddha .	The question mark nose means there is only one way to enlightenment .
0	Known as the queen of beaches and the beach of kings , the town was made fashionable by Napoleon III and Empress Eug ? ? nie and became known as the site of elaborate ' even wild ' parties .	The parties were known for being sedate and decorous .
1	Nearby is the venerable CafeEspresso Roma ( Tel . 702 / 369 - 1540 ) the oldest coffeehouse in Las Vegas and , according to some , still the best in all its Bohemian glory .	The oldest coffeehouse in Vegas is Cafe Espresso Roma .
0	Families with children ' even those unfamiliar with the comic - book character and his Gallic resistance to the Roman invaders ' will enjoy a change of pace and a day visit to this theme park .	The theme park is a terrible place for children to visit .
1	Yet only 23 percent of the state 's 23 , 598 active lawyers reported meeting the Georgia State Bar 's goal of 50 hours of pro - bono service in 2002 .	Less than half of the lawyers met the goal .
2	In front of you is the Weeping Column , or the Column of St . Gregory , which has a thumb - sized hole covered with a brass plate .	The Weeping Column is where St . Gregory went to cry .
1	The area extending from the southern edge of the Loire Valley to the Pyrenees and from the Atlantic coast into the Massif Central and the southern Mediterranean coast encompasses a variety of terrains , all distant in geography and spirit alike from Paris and the industrial north .	Culture and geography vary widely between the Loire Valley and the larger cities .
1	Sometimes it 's because there are nonmarket goods involved -- the high value people place on personal safety , national security , a clean environment , or social welfare .	People value national security and personal safety very highly .
1	Other sectors in which increasing returns to both production and consumption prevail -- and there are quite a few outside what is normally thought of as high technology -- do not seem especially admirable .	Sectors that have a prevalence of increasing returns of both consumption and production don 't seem very admirable .
0	But it 's the vivacious Moors and Christians fiesta , with its bare - bellied , flashing - eyed slave - girls and swashbuckling corsairs , that really makes the town unique .	The town didn 't have anything that really made it stand out .
0	Today , the memory of Psychic Friends would live on in all our minds as a great and kooky American success story ; we wouldn 't have hundreds of psychics worried about their futures ; and Lasky would still be ridiculously wealthy .	I don 't remember Psychic Friends .
1	Among his many accomplishments , Dr . Johnson was the first of the great Scot - bashers , elevating a common anti - immigrant prejudice to a wittier sort of anti - immigrant prejudice and a way to tweak his great friend James Boswell .	Dr . Johnson bashed the Scottish people .
1	If we prevent future generations from being conceived in the first place , and if the unconceived don 't count as moral entities , then our crimes have no victims , so they 're not true crimes .	The crimes have no victims if those not conceived don 't count as moral entities .
0	skilled metal workers for specialized metal and / or other material assembly and construction ; other skilled workers such as boilermakers , electricians , pipe fitters , painters , and truck drivers ; and	The metal workers only do the construction .
2	They appreciated the town 's loyalty to the crown , but the idea never occurred to anyone , let alone the two monarchs , that Madrid might one day become the capital .	The town was loyal to the crown because the rulers had done so much for them .
0	uh women my age about then were maybe having trouble with parents or mothers and a friend of mine bought me something called My Mother and Myself and i tried to read it and i went this is i did the same thing i went this isn 't anything	The book my friend gave me was very helpful with the trouble I was having .
2	Highway 1 ends at Highway 90 , which runs along the shoreline of the Dead Sea southward to the Negev desert and the city of Eilat , and northward to Jericho and the Jordan Valley and up to the beautiful Sea of Galilee .	The Sea of Galilee is beautiful .
0	The supreme self - made man , Bonaparte in 1804 became Emperor Napoleon at a coronation ceremony in which he audaciously took the crown of golden laurels from the pope and placed it on his own head .	Bonaparte was born into a rich family .
1	We determined that the first Cort factor was Lenders affected by the lobbying activities of LSC grantees were not part of any special class to be benefitted by the LSCA .	We determined that some Lenders were not part of any special class to receive benefit from the LSCA .
2	Time 's education cover package says parents should get their kids reading at an early age , be involved in their schools , not castigate them for mistakes , let them find their own learning styles , and praise hard work and persistence -- not just outcomes .	Kids that begin reading at an earlier age display higher levels of literacy than those who begin considerably later .
2	There is a possible defense for their They may have believed that the men who rule Russia were finally beginning to see the light , that in their own self - interest they would agree to cough up the money the country needed to avoid disaster , but they needed a little time .	They thought the men who ruled Russia were starting to understand how to save their country .
0	Traditional alpargatas shoes of straw and hemp and a number of other ingenious indigenous materials are just the thing for outings to the beach , shopping , or lounging around in comfort at the hotel .	Traditional alpargatas shoes are never suitable for comfort .
1	well if uh i like to do i like to make stuffed animals i i sort of have not been doing as much as i did you know before i had to work for real but i like to do things like that and uh	I like making stuffed animals , though I haven 't been doing much of that lately .
0	he 's he 's all right but they got uh uh what 's his name i was going to mention Majkowski but he 's a quarterback oh well i can 't think of his name	They 've got Majkowski the quarterback .
2	The largest cathedral in France , it is celebrated for its statues and bas - reliefs and the oak carving of the 110 choir stalls , the work of great 16th - century cabinet - makers .	It has the oldest oak carving in France .
1	The glittering Emerald Coast on the northeast tip of the island is one of Italy 's smartest resort areas , with beautiful beaches , five - star hotels , sports complexes , and exclusive marinas for yachts and motor launches .	The Emerald Coast is on the northern part of the island .
2	Our commitment to a nuanced approach to diversity was apparent in each meeting of the LSC Board Provisions Committee as staff regularly reported on activities in this area , and presenters invited from our programs reflected the importance of inclusion in the topics they addressed and in the communities they represented .	It is a nuanced approach .
0	uh i 'm i 'm not real sure that the young girls of today are being forced into the job market as many of them imply i think they 're going in by choice	I know that young girls today are forced to get jobs .
2	Delightful as the vineyards of Burgundy may be , the landscape and villages of certain other routes des vins may be considered prettier ' those of Alsace , for instance .	The village of Alsace is located in the pretties landscape of all .
1	and he got a a demo and it 's been a real good car and it 's it 's like new and it only had had very very low mileage on it	The demo he got is a great car , with barely any mileage on it .
0	Kashmir is a serenely beautiful and coveted land of green forest , alpine meadows , and lakes , while the Punjab in the northwest is the fertile center of the country 's Green Revolution , supporting the nation 's self - sufficiency in wheat , barley , and millet .	Kashmir is neither very serene nor very beautiful .
1	Economists are as guilty of this hubris as are members of any There 's the Fischer Effect , the Sharpe Ratio , the Miller - Modigliani Theorem , Tobin 's Q , the Laffer Curve ( the only one in which the name helps characterize the discovery ) , and the greatest of them all , Pareto Optimality .	Economists are the opposite of innocent when it comes to their excessive pride .
2	i mean just pulling them as fast as you can we usually give them to everybody anybody that wants a cucumber can have it but we tried it too where you run it up a fence	We tried to grow cucumbers up a fence .
0	you know when he had gray hair he didn 't look anything like him but you know up until that point they did a really good job of keeping you know an actor who	He looked just like him when he had gray hair .
1	8 ( a ) ( 5 ) ) that agencies evaluate the use of automated , electronic or other technological collection forms by allowing sources to register and file risk management plans electronically , thus avoiding what could have been a huge paperwork burden .	Agencies should evaluate the use of automated collection forms .
1	The magnificent frescoes and mosaics found at Akrotiri are in Athens at present , but the remains of the buildings at the site provide ample evidence of the sophistication of the culture here .	It 's clear that the ancient culture that existed in Akrotiri was quite sophisticated .
2	Titian has a superbly sensual Venus of Urbino ( 1538 ) , less Greek goddess than the prince 's mistress she probably was , and an equally disturbing Flora ( 1515 ; more works by Raphael and Titian can be found in the Palazzo Pitti ) .	There are more works of Raphael than Titian in the Palazzo Pitti .
0	but i can 't really understand why um it has to be the same percentage where you have someone that makes um a very low amount of money the same percentage may affect them thirty five or forty times more severely than the same percentage	It 's different rates depending on the amount of money .
2	Moreover , the market value of financial assets is often volatile and may not reflect a real , permanent change in the productive potential of the underlying capital assets .	The market value of financial assets is volatile and changes as much as 30 % a week .
1	and he spends well right now he 's down to like once a week but he was going over there several times a week to meet with the family and help them with the language and he thoroughly enjoyed it	He 's down to once a week now .
0	and so here 's a bunch of legislatures with their own agenda uh legislators with their own agenda and of course the thing just fell apart fell to pieces and he couldn 't do anything with it it was amazing they had a poll last year about i guess it was around July uh they showed the picture of Dukakis to people in Massachusetts only twenty three percent could recognize him as governor	Legislatures always care about their people , not their own agendas .
1	yeah and uh it got a lot a lot of campsites you know there 's uh uh concrete pads that you can put tents on there 's places to pull in RVs and plug them in up uh there 's even two and what we we used	There are lots of camp sites with convenient amenities for RV owners with concrete pads and electrical hookups .
1	i can 't uh i can 't stay with it too long either but that that i i read about fifty pages and then i just said i can 't take it	I read about fifty pages and that was enough .
2	This animal is remarkable for two its short , overlapping snout that resembles the sawed - off trunk of an elephant , and its unique body coloring black up front , white in the middle and back , black rear legs .	The animal has a weird snout that can wiggle and move .
2	The violent arena of domestic abuse litigation has grown a bit more volatile here , now that a judge has decided to hold two women in contempt of court for returning to men who had been ordered to stay away from them .	The women were married to the men they had returned to .
2	by a main man named uh Doctor Bittel B I T T E L and it 's a very layman 's uh uh approach towards managing different types of people and the very last chapter and i haven 't figured out why that one was last is how to manage engineers	Doctor Bittel 's book on management is a best - seller because it 's easy to understand .
2	12Acquiring nonfederal financial assets would reduce the reported unified surplus or increase the unified deficit because , under current budget scoring rules , such acquisitions would be treated as spending .	Getting nonfederal financial assets would change the amount of the deficit drastically .
0	it it takes up a lot of my porch area so between that a nd the chairs and the barbecue grill and the fireplace wood there 's no room for much else but my dad uh	It doesn 't take up much room on the porch so there 's a lot of open space for other things .
0	The qualifications for the award were based upon demonstrated dedication to the innovative development and delivery of legal services to the poor in one of the 14 pro bono districts of Indiana .	Demonstrated dedication was not a qualification the award was based on .
0	uh it 's kind of it the stitch is kind of like a knitting machine like the they 're loopers under the bottom and then the there 's a seam stitch and it 's the loopers that form the the edge you know that edge finish	This machine leaves an unfinished edge .
1	She and her husband , Prince Philip , were very much involved in the interior decoration of the ship , choosing the furnishings for what would be their floating home .	Prince Philip and his wife were very interested in the interior decoration of their floating home .
0	Times Wins 2 Pulitzers for Spot News , Photos , declared the front page of the Los Angeles Times . Katharine Graham , Philip Roth Win Pulitzers , declared the front page of the Washington Post , praising the recognition of its former publisher 's autobiography .	The Times won 12 Pulitzer Prizes .
0	It also includes a description of the number of small entities affected by the rule ; a discussion of the recordkeeping , reporting , and other compliance requirements ; and the steps taken to minimize the burdens on small entities .	Small business , because of legal loopholes , are generally able to transfer all their burdens to larger businesses .
0	An acquisition that lacks either or both of these elements is at risk of incurring unnecessary cost overruns , not meeting its planned delivery schedule , and not satisfying agency needs .	An acquisition that has either or both of these elements is at risk of incurring unnecessary cost overruns .
1	Climb the 15th - century clock tower in the Rue de l ' Horloge or visit Le Jardin Anglais , in front of the 12th - century Basilique Saint - Saveur , for a good view over the river , the small port , and the viaduct .	You can view the river , the small port , and the viaduct from the top of the clock tower at the Rue de l ' Horloge .
2	After criticizing naive American attempts at constructive engagement and dialogue across the Pacific , he writes , To the Asians , American concessions are not to be reciprocated , they are to be exploited .	These attempts made Americans look foolish .
2	yeah i i 've you know i see that all the time as a matter of fact i live uh literally right across the street from a golf course here in Texas	I 'm not a member there , but do play occasionally .
1	oh do you but still uh - huh well you know it 's funny that you say that because um our grocery store uh i personally i think the grocery stores in Rochester are very they 'll allow you to bring your own like um Tupperware thing like your own container	I think the grocery stores in Rochester are great , they 'll even let you bring your own container .
0	But 30 minutes later , Morris called on his way to church ( it was Good Friday ) , sounding contrite and saying that he would back off and would call at 2 : 30 to talk .	Morris had a successful phone call on Good Friday
2	oh yes yes yell they used to be but now they 're trying to really put it to the the the uh visitors i think they 're doing a very stupid thing	They are not behaving in an intelligent manner .
0	and i i 'm of course we at TI just hoping it works out that the new products that they come out will uh sell like gang books busters busters really	We don 't really care whether the new products sell or not .
1	Two systems are primarily responsible for the direct scrubbing and handling of flue gases , and three systems are involved with delivery of reagents , processing of wastes ( air , solids , and water ) , and the processing of wastes into saleable by - products .	Two systems are responsible for direct scrubbing and handling of flue gases .
0	um or she wouldn 't buy me the fifty dollar tennis shoes and stuff like that and she always told me it was because i was still growing and she wasn 't going to buy me something i was going to grow out of next week	She bought me a new pair of shoes every week .
2	On the rue St - Vincent at the corner of rue des Saules , look out for Paris ' last surviving vineyard , the tiny Clos de Montmartre , producing a wine that reputedly makes you jump like a goat .	The Clos de Montmartre wine is made from a combination of reisling and pinot grapes .
2	The guided tour of the palace is in two parts first the Selaml ? ? k ( public rooms ) and Throne Room , then the Harem ( private apartments ) .	The guided tour first stops at the Trone Room and then the Selamik .
0	The most extreme version of this concept , called group selection , is Gaia , which suggests that all of life cooperates so as to ensure its continued survival .	The most extreme version of this concept is Matrix .
2	Farmworker community organizations have found that agricultural workers are more willing to discuss issues arising out of their employment in base communities where they have the support of family and friends in pursuing their claims .	Farmworker community organizations researched agricultural workers claims against their employers .
1	The groups sponsored a celebrity - filled benefit , featuring Whoopi Goldberg , Glenn Close , Susan Sarandon , and others performing excerpts from playwright Eve Ensler 's off - Broadway Vagina Monologues . Critics ' favorite a celebration by Close of the word cunt and a pitch by Goldberg for the use of fuzzy stirrups in gynecological exams .	Susan Sarandon and Whoopi Goldberg attended the event .
1	Ehrenhalt himself advocates a return to the choice - free , obedient life of the 1950s , but while seductive in the abstract , it sounds more and more confining on close examination .	Ehrenhalt promotes the choice - free life .
2	we 've kind of had a variety there but i think a lot of times it 's it 's mainly who they 're going to meet with they 're they 're meeting with people that they know is gonna be dressed that way then that 's how they are if there just gonna be meeting with TIers	They had a variety of different clients .
2	Two years ago , American Lawyer magazine ( a sister publication of the Law Journal ) found that during the fat year of 1999 , the approximately 50 , 000 lawyers at the nation 's 100 highest - grossing firms spent an average of eight minutes a day on pro bono cases , or about 36 hours per year , which is down significantly from an average 56 annual hours during the recession year of 1992 .	The thriving economy disincentivizes lawyers from doing pro bono work in times when pro bono clients most need their help .
2	um there 's hope i actually for all for the time i 've spent there i still don 't quite understand how certain things that i assume and require privacy and require not just that you be alone but actually that you have a sense of privacy	Even when I was alone there , there were certain things Irefused to do for lack of privacy .
2	and uh that 's a lot of fun then they have a uh there 's a commercial water park they 're called the Schlitterbahn which is a barrel of fun	They have a fun water park , that 's always way too crowded , called Schlitterbahn .
2	yeah yeah you see a lot of activity outside people riding bikes or playing ball or jogging or doing this and that and uh they 're trying to to unwind	People are really stressed out and they need an activity to unwind .
0	They found also , unexpectedly , that any change at all was being promoted to a higher - paying job , the graduation of a child from school , falling in love , even the restoration to health of a loved one who had been ill .	Being promoted to a higher - paying job had no effect on stress .
2	The city is not mentioned again in the Bible until the time of the great poet warrior , King David , who captured the city from the Jebusites in about 1000 b . c .	There 's still debate among historians as to whether the city even existed .
1	For something different , look for Roman glass jewellery or fashionable filigreed Yemenite earrings and necklaces ( in Jerusalem , Jaffa , and other places that are craft - oriented ) .	For a different look , look for Roman glass jewelry or Yemenite jewelry .
1	For nearly 1 , 000 years the Church of Haghia Sophia was the greatest church in Christendom , an architectural wonder built by the Byzantine Empire to impress the world .	The Church of Hagia Sophia remained one of the most important churches of the Christian faith for almost a millennium .
1	and then the Iranian couldn 't he didn 't want them so he gave them to Alan and Alan and his Dad had plans that night so they gave them to us so he decided that some wealthy man tipped this Iranian	The Iranian didn 't desire them so he gifted them to Alan .
0	Giotto breathes a warm humanity into his Madonna Enthroned ( 1310 ) that distinguishes it from the more formal pictures of the subject by Cimabue and Duccio in the same room .	The Madonna Enthroned was painted in 1440 by Giotto 's son .
2	To identify practices that could be adopted by federal agencies and others to ( 1 ) promote successful sharing of information on computer - based vulnerabilities and incidents and ( 2 ) overcome related challenges , we studied 11 organizations experienced in developing pertinent informationsharing relationships and procedures .	The 11 organizations we studied were willing to share all of their information with us .
1	The Folies Bergares ( rue Richer ) , which launched the careers of Josephine Baker , Mistinguett , and Maurice Chevalier , and the Lido on the Champs - Elysees are both classic survivors .	The Folies Bergares is a music venue .
1	A core group of kids do have a distinct attention abnormality , but Ritalin worked so well -- it can reduce distractibility even in perfectly normal children -- that now almost any difficult child is considered for the diagnosis and drug .	Ritalin worked well to keep kids on task .
1	In my almost seven years at the helm of the PRC , if I have learned nothing else , I 've learned that each case presents a new challenge .	One thing I have learned in my seven years at the PRC is each case is a new challenge .
1	see i 'm concerned that that since he 's banned demonstrations altogether that he 's going to do the type of thing that happened in Tiananmen Square and he 's going to wipe out no telling how many of his	I am concerned he 's going to go down the Tiananmen Square path .
1	Czarek noticed that several guys were drinking domestic beer , and in a grand motion pulled out a bottle of Palisander Liquor , but nobody paid any attention , because Nowak kept talking :	Czarek pulled out a bottle of Palisander Liquor while Nowak was talking .
2	6189 , February 16 , 1996 , the FCC sought comments on proposals for expanding permitted offerings of fixed wireless services by Commercial Mobile Radio Service ( CMRS ) providers , as well as comments in connection with the regulatory treatment for such services .	They were allowing the people to voice their opinions before it was finalized .
2	According to BLM officials , BLM is planning to revise the performance elements in its senior executive performance plans for the 2002 performance appraisal cycle to reflect the priorities of BLM and the Department of the Interior .	BLM officials aren 't completely truthful about their plans .
2	Drew was teased by a fleeting memory of the past , of a time when he had faced another pair of eyes such as those , surface eyes behind which you could see nothing .	Drew could not forget those eyes because they were different .
1	In an attempt to counter a threat from the Saracen Muslims , a new potent religious force from the East , the Byzantine army forcefully enlisted the men of the islands .	The Saracen Muslims posed a threat in the East .
2	well when we before we had kids we was in a motorcycle group you know we we went like twenty or thirty at a time we took uh just our little tents	Sometimes I miss those days if I 'm being honest .
2	For example , one organization had quarterly 2 - day meetings , the first day of which was typically restricted to a small number of members with expertise pertinent to the specific topic under discussion .	On the second day of the meetings , anyone from the organization was welcome .
2	and do it and get it over with and get back in the you know world and not spend so much time sitting around letting the bad influences of the other ones rub off on them and	A shorter sentence , with a harder physical punishment , is better for them in the long run .
0	i really do i yeah it 's going to take uh you know the the police i i think i don 't think can do it uh can do it alone you know	I can do it alone definitely .
0	GENERAL PURPOSE FINANCIAL REPORTS -Reports intended to meet the common needs of diverse users who typically do not have the ability to specify the basis , form , and content of the reports they receive .	General Purpose Financial Reports will only help white workers .
0	If you 'd like to know more about Kwanzaa , you can read The Complete Celebrating our Cultural Harvest , by Dorothy Winbush Riley ; A Kwanzaa Celebrating the Holiday With New Traditions and Feasts , by Jessica B . Harris ; or Merry Christmas , A Christmas and Kwanzaa Treasury , edited by Felix H . Liddell and Paula L . Woods .	You can 't learn more about Kwanzaa no matter what book you read .
1	Congress , in its oversight role , can monitor management improvement initiatives and provide the continuing attention necessary for reform initiatives to be carried through to their successful completion .	Keeping track of the progress made by management is one of the jobs Congress does in its role as overseer .
0	there there um no as a matter of fact the IBM right here or in Carey which is a little suburb of Raleigh just just hired one more human factors person doggone it if they 'd just waited a little bit longer it could have been me	I am excited to begin my new career at IBM .
2	Michael Flatley 's Lord of the From the heralded choreographer of Riverdance comes this Las Vegas production , an internationally recognized hit featuring over 40 talented dancers in an amazing show of traditional and modern dance .	The Riverdance choreographer has a new show that lots of tourists are flocking to .
0	Another elegant house is the double - gabled H ? ? tel de Pontard , hidden away at the rear of a garden ( Caisse d ' Epargne , 11 Rue des Augustins ) .	There house is positioned on a large field all by itself .
0	it was very expensive because the whole time you were on there you were on long distance you know it was like a long distance phone call so we were each limited limited to like twenty minutes a day you know so	We could talk on the phone for up to five hours a day .
1	Mann 's Chinese Theater ( 6925 Hollywood Boulevard ) , which you can 't miss due to its flashy Chinese temple - style architecture and the swarms of tourists out front , is one of the other worthwhile stops on Hollywood Boulevard .	Situated on the Hollywood Boulevard , the Mann 's Chinese Theater is a local attraction .
2	In Tokyo , the place to go for every electronic and computer item imaginable and plenty that you didn 't even know existed is Akihabara , an entire district devoted to specialty stores selling mountains of electronic equipment often at very low prices .	These electronics are often unnecessary but fun additions to a household .
0	Here 's one , from criminologist John There is so much crime without punishment in America today because recent generations of social and political elites , both liberal and conservative , have liberated themselves from the belief that criminals are free moral agents and that publicly sanctioned punishments are what they justly deserve .	John believed that all crime is being punished today .
2	Attributing its facts to a report by the country 's High Audit Commission , the paper said that 43 , 000 state officials had been found to have abused their positions for illegal financial gain .	The paper exposes many state officials that have been doing illegal actions , which led them to state punishment .
0	Beyond Camara de Lobos , the coastal road climbs for some 10 km ( 6 miles ) , passing through some of the richest agricultural country in southern Madeira , famous for the high quality of its grapes .	There is nothing beyond Camara de Lobos .
0	Ira Magaziner told a press briefing that slowing the rate of growth actually benefits beneficiaries considerably because it slows the rate of growth of the premiums they have to pay .	Slowing rate of growth hurts beneficiaries because it speeds up the rate of shrinkage of the premiums they have to pay .
