label	text1	text2
3	P2P Services in the Clear . In a major setback for the music and movie industries , a federal appeals court upholds a lower court 's decision in the infamous Grokster case , ruling peer - to-peer services Morpheus and Grokster are not liable for the copyright infringement of their users . By Katie Dean .	
3	Swap Your PC , or Your President . The producer of ads featuring PC users who switched to Macs is applying the same tactic to political commercials . This time , he 'll focus on former backers of President Bush , recruited online , who 've changed their political allegiance . By Louise Witt .	
1	Agassi cruises into Washington Open ATP quarter - finals . WASHINGTON , Aug . 19 ( Xinhuanet ) -- Andre Agassi cruised into quarter - finals in Washington Open tennis with a 6 - 4 , 6 - 2 victory over Kristian Pless of Denmark here on Thursday night .	
0	Producer sues for Rings profits . Hollywood producer Saul Zaentz sues the producers of The Lord of the Rings for $ 20m in royalties .	
0	30 , 000 More Sudanese Threaten to Cross to Chad -UN ( Reuters ) . Reuters - Some 30 , 000 Sudanese , victims of fresh attacks by Arab militia inside Darfur , have threatened to cross into Chad , the U . N . refugee agency warned on Friday .	
3	Google scores first - day bump of 18 ( USATODAY . com ) . USATODAY . com - Even a big first - day jump in shares of Google ( GOOG ) couldn 't quiet debate over whether the Internet search engine 's contentious auction was a hit or a flop .	
1	Carly Patterson Wins Gymnastics All - Around Gold . ATHENS ( Reuters ) - Carly Patterson upstaged Russian diva Svetlana Khorkina to become the first American in 20 years to win the women 's Olympic gymnastics all - round gold medal on Thursday .	
1	3 US boxers punched out of Games . Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20 - 11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds .	
2	Before - the Bell ; Rouse Co . Shares Jump . RSE . N jumped before the bell after General Growth Properties Inc . GGP . N , the No . 2 U . S . shopping mall owner , on Friday said it would buy Rouse for $ 7 . 2 billion .	
2	Services make big gains in Japan . Tertiary index comes in at almost double expectations , drives up yen and helps Nikkei overcome oil . LONDON ( Reuters ) - The yen hit a four - week high against the dollar Friday as stronger - than-expected Japanese service sector data raised optimism about the ...	
2	Stocks Lower as Oil Prices Steam Higher . With the much - ballyhooed initial public offering of Google behind them and oil chugging to a new record high , investors took a step back today .	
1	Saints Revoke Waiver Claim on Derek Ross ( AP ) . AP - One day after placing a waiver claim on troubled cornerback Derek Ross , the Saints did an about - face and released the former Ohio State standout after he missed a scheduled flight to New Orleans on Wednesday night .	
2	Hooker Furniture Puts Investors First . Closing a factory is never popular , but it 's the right thing to do .	
2	Clicking on Profits . The latest data from the US Department of Commerce further bolsters what we have all suspected : E - commerce sales are increasing . Not only might one suspect that consumer confidence has been bolstered since last year , there ...	
1	French Take Gold , Bronze in Single Kayak . ATHENS , Greece - Winning on whitewater runs in the family for Frenchman Benoit Peschier , though an Olympic gold is something new . Peschier paddled his one - man kayak aggressively but penalty free in both his semifinal and final runs on the manmade Olympic ...	
3	Dogs in Training to Sniff Out Cancer . Experts have trained unwanted dogs into supersniffers that can detect drugs or bombs . Now they 're focusing on a new threat # 151 ; prostate cancer .	
2	Antidepressants to Reflect Suicide Risk . WASHINGTON ( Reuters ) - The U . S . Food and Drug Administration plans to update antidepressant labels to reflect studies that suggest a link between the drugs and suicide in youths , but remains cautious about the strength of such ties , according to documents released on Friday .	
2	UAL and Its Creditors Agree to 30 - Day Extension . UAL 's United Airlines will have a 30 - day extention on the period in which it can file an exclusive bankruptcy reorganization plan .	
0	Mood Mixed Among Darfur Rebels Ahead of Talks . CORCHA CAMP , Sudan ( Reuters ) - A Sudanese rebel commander in a camp in Darfur tells his troops he is hoping for peace . But just a few hours march away , young men say they are convinced Sudan wants to drive them off the land .	
0	Crude Price Spike May Send Gas Higher ( AP ) . AP - Amid soaring crude oil prices , gasoline costs have been dropping . But don 't expect that to last , economists say .	
2	Amazon Snaps Up China 's Largest Web Retailer ( NewsFactor ) . NewsFactor - Amazon . com ( Nasdaq : AMZN ) has said it will buy Joyo . com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US # 36 ; 75 million .	
1	Swimming : Phelps Wins Gold , Pulls Out of Relay . ATHENS ( Reuters ) - Michael Phelps , who has won five gold medals in the Olympic pool , said Friday he was pulling out of Saturday 's 4x100 meter medley relay final to give team mate Ian Crocker the chance to swim .	
2	Treasury Prices Take a Breather Today . NEW YORK ( Reuters ) - U . S . Treasury prices paused for breath on Tuesday after a blistering two - session rally ran out of steam , though analysts still saw room to the upside given the large short - base in the market .	
0	Sadr Militiamen Still in Control of Iraq Shrine . NAJAF , Iraq ( Reuters ) - Rebel Shi ' ite fighters appeared still to be in control of the Imam Ali mosque in the Iraqi city Najaf early on Saturday , but the whereabouts of their leader , the fiery cleric Moqtada al - Sadr , were unknown .	
1	Liverpool completes signings of Alonso , Garcia . LIVERPOOL , England ( AP ) -- Spanish pair Xabi Alonso from Real Sociedad and Luis Garcia from Barcelona signed five - year contracts with Liverpool on Friday .	
3	Report : Consumers tuning in to plasma TVs . First - quarter shipments of plasma televisions in the United States more than doubled from the previous year , according to research firm iSuppli . Prices fell by nearly $ 1 , 000 over the same period .	
3	One in four servers to run Linux by 2008 . In a report , the research firm painted a bright future for the open source operating system , claiming that shipments of servers running Linux -- and revenues from those shipments -- will rise significantly over the next five years .	
0	Italian PM # 39 ; s transplant confirmed . After days of speculation sparked by the white bandanna worn by Mr Berlusconi on holiday in Sardinia , Piero Rosati said the results of the operation would show in a couple of months .	
3	Apple Recalls Flaming 15 - inch PowerBook G4 Battery . The affected batteries could overheat , posing a fire hazard . Apple received four reports of these batteries overheating . No injuries have been reported .	
2	Samsung plans to invest Won25 , 000bn in chips . Samsung Electronics , the world # 39 ; s second largest computer chip manufacturer , yesterday said that it would invest Won25 , 000bn ( $ 24bn ) in its semiconductor business by 2010 to generate	
3	Rosetta Mission Sniffing a Comet . The European Rosetta mission will sample a comet as it tries to harpoon and hook onto its surface . A specially designed oven will cook the comet in analogy to sniffing for recognizable elements .	
1	More gold for Britain as Wiggins strikes . Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days , winning the men # 39 ; s 4 - km individual pursuit .	
0	Soldiers Kill Palestinian Near Gaza - Israel Fence . Israeli soldiers shot and killed a Palestinian as he approached a security fence between Israel and the Gaza Strip , Israeli military sources said on Saturday .	
1	Strongwoman hoists 100th gold for Chinese delegation . Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when	
0	West Mulls Boundries for African Fighting ( AP ) . AP - As the month - end deadline nears for Sudan to disarm the mostly Arab pro - government militias in Darfur , the United Nations and Western powers are in a dilemma over how far to go to stop the killing in an African country .	
2	Chavez victory confirmed . Caracas , Venezuela - The results of an audit support the official vote count showing that President Hugo Chavez won this month # 39 ; s recall referendum in Venezuela , the head of the Organization of American States said Saturday .	
2	Wall St . 's Nest Egg - the Housing Sector . NEW YORK ( Reuters ) - If there were any doubts that we 're still living in the era of the stay - at-home economy , the rows of empty seats at the Athens Olympics should help erase them .	
1	Lithuanians deliver NBA stars another Olympic basketball dunking ( AFP ) . AFP - Lithuania defeated the United States 94 - 90 in an Olympic men 's basketball preliminary round game , only the fourth loss in 115 Olympic starts for the defending champions .	
1	Source : Dolphins , Bears on Verge of Deal ( AP ) . AP - The Chicago Bears agreed Saturday to trade receiver Marty Booker to the Miami Dolphins for unsigned Adewale Ogunleye # 151 ; if the Bears can reach a contract agreement with the Pro Bowl defensive end , a source close to the negotiations said .	
3	Video Game Makers Go Hollywood . Uh - Oh . . OVIE producers are often criticized for running at the sight of original ideas , preferring instead to milk plays , books , news events , toys and even video games for their screenplays .	
1	Cricket - Lara mulls over future after England whitewash . LONDON ( AFP ) - Brian Lara said he will take stock before deciding on his future as West Indies captain following his side # 39 ; s 10 - wicket defeat to England in the fourth and final Test .	
0	Pakistani troops raid two terrorist hideouts . PAKISTANI troops backed by artillery and aircraft attacked two suspected terrorist hideouts near the rugged Afghan border yesterday , killing and wounding a number of militants , Pakistan army and security officials said .	
1	Fleisher Surges Clear . Bruce Fleisher carded a seven - under-par 65 to take a three - shot lead after the second round of the Greater Hickory Classic in North Carolina .	
1	Glory Comes Amid Empty Seats and Closed Shutters . HERE in Old Europe , people install shutters outside their windows to keep out the heat , the pollution , the daylight , the noise . They also lock the shutters tight when they go away on holiday .	
3	Salesforce . com 2Q Profit Up Sharply . Software developer Salesforce . com Inc . posted a sharp rise in second - quarter profit on better - than-expected revenue during its first quarter as a public company , but investors shunned the stock in late trading	
1	Jerkens makes right call with Society Selection . Trainer Allen Jerkens hemmed and hawed this past week over running Society Selection in Saturday # 39 ; s Grade 1 Alabama at Saratoga .	
0	Unknown Nesterenko Makes World Headlines ( Reuters ) . Reuters - Belarus ' Yuliya Nesterenko won the top women 's athletics gold medal at the Olympics on Saturday , triumphing over a field stripped of many big names because of doping woes to win the 100 meters .	
2	Ready to Bet on Alternative Energy ? Well , Think Again . When oil prices rise , public interest in alternative energy often does , too . But the logic is evidently escaping Wall Street .	
1	Athletics 5 , Devil Rays 0 . Barry Zito scattered four hits over eight shutout innings , leading the AL West - leading Oakland Athletics past the Tampa Bay Devil Rays 5 - 0 on Saturday night .	
0	Fatah hopes Barghouti would take back candidacy . Fatah , the mainstream Palestinian movement , hopes that its former West Bank leader Marwan Barghouti would take back his candidacy for the Jan . 9 presidential election .	
0	Blasts hit Bangladesh party rally . A series of grenade blasts has rocked an opposition party rally in the Bangladesh capital , Dhaka , killing at least 13 people . There were seven or eight explosions at the Awami League headquarters , as leader Sheikh Hasina addressed a crowd .	
1	Belarus # 39 ; Nesterenko fastest in women # 39 ; s 100m first round . Belarus # 39 ; Yuliya Nesterenko became the fastest woman to qualify for the women # 39 ; s 100 meters second round at the Olympic Games here on Friday .	
0	Around the world . The bombing of a UN election office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation .	
0	Greek weightlifter awaits verdict . Greek weightlifter Leonidas Sampanis will find out on Sunday if he is to be stripped of his medal .	
1	Work done , Phelps basks in gold glor . And on the eighth day , Michael Phelps actually got to rest . After swimming some 18 races in Olympic competition , Phelps was a mere spectator last night , watching his teammates cap a terrific week for the US swim team .	
2	China confronts lack of pipelines . China will spend about $ 3 . 4 billion over two to three years laying thousands of miles of oil pipelines to help secure its energy supply in the face of soaring prices and demand .	
1	Lane drives in winning run in ninth . Jason Lane took an unusual post - game batting practice with hitting coach Gary Gaetti after a disappointing performance Friday night .	
1	Games hammered with controversy . The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men # 39 ; s all - around final , but said results would not be changed and Paul Hamm of the United States would keep his gold medal .	
1	Admirers look to 2008 . But as far as swim greats Rowdy Gaines and John Naber are concerned , what Phelps did in Athens exceeded what Spitz did in Munich in 1972 .	
0	Arson attack on Jewish centre in Paris ( AFP ) . AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti - Semitic arson attack , city authorities said .	
2	Colgate to cut workforce . CONSUMER goods maker Colgate - Palmolive said today it would cut about 12 per cent of its 37 , 000 - person work force and close a third of its factories worldwide as part of a four - year restructuring .	
0	A Founding Father ? . Give the guy some credit . Tung Chee - hwa , Hong Kong # 39 ; s embattled Chief Executive , gets precious little of it from his people these daysand heaps of	
0	Three People Killed at Afghan Checkpoint . KABUL ( Reuters ) - A man and two women were shot dead by Afghan and U . S . -led troops after their vehicle ran through a checkpoint on Saturday , a U . S . military statement said .	
1	Emmons loses gold medal after aiming at wrong target . American shooter Matt Emmons fired at the wrong target on his final shot Sunday , blowing a commanding lead in the Olympic 50 - meter three - position rifle event and allowing Jia Zhanbo of China to take the gold .	
2	Oil prices look set to dominate . The price of oil looks set to grab headlines as analysts forecast that its record - breaking run may well continue .	
0	Putin Visits Chechnya Ahead of Election ( AP ) . AP - Russian President Vladimir Putin made an unannounced visit to Chechnya on Sunday , laying flowers at the grave of the war - ravaged region 's assassinated president a week before elections for a new leader .	
1	More Newcastle United Stories . Legendary Real Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid .	
0	Munch masterpiece ' The Scream ' stolen from Oslo museum ( AFP ) . AFP - A version of Edvard Munch 's masterpiece The Scream and another famous painting by the great Norwegian artist were stolen from an Oslo museum by armed and hooded robbers , police said .	
1	Ulmer storms to gold . New Zealand # 39 ; s Sarah Ulmer stormed to gold in the women # 39 ; s individual pursuit in a new world record time . Ulmer , fourth in Sydney four years ago , beat Australia # 39 ; s Katie Mactier in a time of three minutes 24 .	
1	Goal - happy Ajax and Feyenoord maintain perfect starts . Champions Ajax Amsterdam came from behind to thrash NAC Breda 6 - 2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division .	
3	Agency reports climate change major problem . Rising sea levels , disappearing glaciers in the Alps and more deadly heat waves are coming for Europeans because of global warming , Europes environmental agency warned Wednesday .	
1	Cycling : Ulmer # 39 ; s scorching times in secret rides . New Zealand # 39 ; s star cyclist , Sarah Ulmer , last week rode under world record time twice in an hour during a secret training session in France .	
1	Arsenal matches record of 42 league games without a loss on Sunday . Arsenal rallied for three second - half goals in 11 minutes on Sunday to beat Middlesbrough 5 - 3 , matching a 25 - year-old record of 42 league games without a loss in the top - flight of English soccer .	
0	Labor : Anti - Peres meetings scheduled for Sunday . Labor members have scheduled two # 39 ; rebel # 39 ; anti - Peres conferences for Sunday , one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben - Eliezer .	
1	Noguchi Wins Marathon . BC - OLY--Women 's Marathon RUN , 0058 ATHENS , Greece ( AP ) -- Mizuki Noguchi of Japan won the marathon Sunday in 2 hours , 26 minutes , 20 seconds .	
3	More Evidence for Past Water on Mars . Summary - ( Aug 22 , 2004 ) NASA # 39 ; s Spirit rover has dug up plenty of evidence on slopes of quot ; Columbia Hills quot ; that water once covered the area .	
1	Gatlin Sprints from Unknown to Olympic Gold . ATHENS ( Reuters ) - American Justin Gatlin roared from virtual unknown to win the blue ribband Olympic men 's 100 meters race on Sunday , upstaging more illustrious rivals in a pulsating final .	
2	Indexes in Japan fall short of hype . Japanese stocks have failed to measure up to an assessment made in April by Merrill Lynch # 39 ; s chief global strategist , David Bowers , who said Japan was quot ; very much everyone # 39 ; s favorite equity market .	
1	GAME DAY RECAP Sunday , August 22 . Aramis Ramirez hit a three - run homer , Moises Alou also homered and the Chicago Cubs beat the Houston Astros 11 - 6 on Sunday in the testy conclusion of a three - game series between the NL Central rivals .	
1	SI . com . HOUSTON ( Ticker ) -- Kerry Wood got plenty of run support but didn # 39 ; t stick around long enough to take advantage of it . Wood was ejected in the fifth inning for hitting Jeff Kent as the Cubs posted an 11 - 6 victory over the Astros .	
1	Exhausted Massu Outlasts Fish for Gold . ATHENS ( Reuters ) - An exhausted Nicolas Massu reeled in Mardy Fish in five tortuous sets on Sunday to win Chile their second gold medal at an Olympic Games less than 24 hours after helping them to their first .	
0	Three people killed at Afghan checkpoint . A man and two women were shot dead by Afghan and US - led troops after their vehicle ran through a checkpoint on Saturday , a US military statement said .	
0	Karzai set for visit to Pakistan . Afghan President Hamid Karzai is to visit Pakistan to discuss fighting terror and boosting trade .	
0	Senate Republican Unveils Plan for Intelligence . The plan would give the proposed national director responsibility for intelligence - gathering of the C . I . A . and the Pentagon .	
1	Davenport wins in Cincinnati . American Lindsay Davenport captured her fourth consecutive title , beating second seed Vera Zvonareva 6 - 3 , 6 - 2 in the final of the $ US170 , 000 WTA Cincinnati Open on Sunday .	
0	Afghan - Coalition Soldiers Kill 3 , Wound 2 at Checkpoint . Coalition forces in Afghanistan say that three people were killed and two others critically wounded when their pickup truck tried to run a checkpoint in the province of Ghazni .	
0	Soldiers face Abu Ghraib hearings . Four US soldiers charged with abusing Iraqi prisoners are set to face pre - trial hearings in Germany .	
1	Colin Jackson : Hard lessons learnt in the human laboratory . Yesterday # 39 ; s Olympics treated us to the two extremes of athletics , the endurance race which tests the body to its limits , and the heavyweight showdown , the sprint , which is in the mind .	
1	Cink surfaces as Donald sinks . Stewart Cink , who needed only to play around par to convert a five - stroke lead after 54 holes into a win , did just that in the NEC Invitational at Firestone yesterday .	
3	Wiretapping on the Net : Who pays ? . NEW YORK At first glance , it might seem like the simple extension of a standard tool in the fight against the bad guys . But in fact , wiretapping Internet phones to monitor criminals and terrorists is costly	
1	Red Sox Rally to Beat White Sox 6 - 5 ( AP ) . AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6 - 5 for their sixth straight win .	
2	Nortel Downsizes Again . Aug . 23 , 2004 ( TheDeal . com ) Problem - plagued Nortel Networks Corp . announced plans Thursday , Aug . 19 , to eliminate an additional 3 , 500 jobs and fire seven more senior executives as the company labors to reinvent	
3	Prototype copter - cam : Here , there , everywhere . It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight .	
1	Cink Justifies Sutton # 39 ; s Faith . Three weeks away from the Ryder Cup , American Stewart Cink hopes he has silenced at least some of his critics - if indeed they exist .	
0	Plane crashes into Venezuelan mountain killing 25 . : A military plane crashed into a mountain in Central Venezuela , killing 25 people , including five children , the Air Force rescue team said in a statement .	
0	Africa brings Sudanese parties to the table as UN sanctions loom ( AFP ) . AFP - The African Union will bring Sudan 's warring government and rebel armies into talks with regional power - brokers aimed at heading off a mounting humanitarian crisis in the province of Darfur .	
0	Taiwan votes on leaner parliament . A vote is due to be held in Taiwan on plans to halve the number of seats in the island 's famously heated legislature .	
2	Nikkei briefly regains 11 , 000 level . TOKYO - Japan # 39 ; s benchmark Nikkei stock index briefly recovered to the 11 , 000 level Monday morning on widespread buying prompted by advances in US shares last Friday .	
2	HK walks out of 68 - month deflation cycle , official . Hong Kong Financial Secretary Henry Tang said he believed Hong Kong has walked out of the consumer price deflation cycle that lingered for 68 months , according to the consumer price index trend in the past few years .	
2	Oil prices . In terms of dollar value , of all the products in the world , nothing is traded more than oil . Crude oil traded above 47 dollars a barrel for the first time this week .	
2	Chavez rejects CD as opposition . Venezuela # 39 ; s President Hugo Chavez has announced that he will no longer recognize the Democratic Coordination or CD as the opposition coalition .	
1	ROUNDUP : Franchitti overcomes pit mishap for IRL win . FOUNTAIN , Colo . -- Dario Franchitti shook off a potentially dangerous pit mishap to win the IRL # 39 ; s Honda 225 Sunday at Pikes Peak International Raceway .	
2	Productivity Growth Slowest in 2 Years ( AP ) . AP - The productivity of America 's workers grew at a 1 . 8 percent annual rate in the third quarter , the slowest pace in nearly two years , the government reported Tuesday .	
1	Roundup : Pleasantly Perfect takes Pacific Classic . Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the $ 1 million Pacific Classic yesterday at Del Mar . Pleasantly	
0	Maoists attack Nepal district HQ . More than 1 , 000 Maoists launched a violent assault on a district headquarters in Nepal # 39 ; s northwestern mountains , officials said Sunday , as angry traders rallied on the streets of Kathmandu to protest a crippling rebel blockade of the capital , now also hit	
0	Downer dismisses # 39 ; sexed up # 39 ; Iraq warning claims . SYDNEY : Foreign Minister Alexander Downer dismissed newspaper claims the Australian government was repeatedly warned its support for the Iraq war would impede the fight against terrorism .	
1	Hamm should support Yang . Paul Hamm needs a new marketing strategy . Either that , or he needs a clue . One harmless gesture separates him from lionization in America and canonization in South Korea , and	
1	US women avoid disaster , advance . ATHENS -- Preliminary - round elimination would have been a disaster for the United States women . Desperate for a victory , the Americans avoided embarrassment by finally playing like a gold medal contender -- and like a team .	
2	Australia Airline Announces Fuel Surcharge . Australian budget airline Virgin Blue announced Monday it will increase the fuel surcharge it adds to ticket prices from Aug . 26 because of soaring oil prices .	
2	ARM agrees to buy Artisan Components for $ 903 mn . LONDON , August 23 ( New Ratings ) - ARM Holdings ( ARM . ETR ) has agreed to buy Artisan Components Inc ( ARTI ) , a US - based provider of integrated circuit designing solutions , for about $ 913 million ( 503 .	
0	North Korea Says the Tyrant is Bush , not Kim . North Korea says it sees no reason to join a working - level meeting with the United States to prepare for further six - party talks on the communist state # 39 ; s nuclear weapons development .	
0	Terreblanche challenges SA arrest . White supremacist Eugene Terreblanche is detained after allegedly breaking the terms of his parole .	
1	Radcliffe withdrawal not due to injury . World record holder Paula Radcliffe # 39 ; s tearful withdrawal from the women # 39 ; s Olympic marathon yesterday was not due to injury , the British team says .	
2	Dollar Bounces ; Eye on Data , Greenspan . LONDON ( Reuters ) - The dollar bounced off recent four - week lows against the euro and yen on Monday in thin August trade with investors focusing on U . S . data and a speech by the Federal Reserve chief later in the week .	
3	Stopping spam at the source . New antispam technology standards are on the way that promise to hit spammers where it hurts the most -- their wallets . At issue is the ability to authenticate the original source of e - mail messages , a major	
3	New Fat - Busting Microwave Oven Unveiled . TOKYO ( Reuters ) - Eyeing up that juicy steak but worried about your waistline ? Japanese electronics maker Sharp Corp . 6753 . T says it has developed a new fat - busting microwave oven that can melt some of your worries away .	
0	Israel OKs More West Bank Settlement Homes . JERUSALEM Aug . 23 , 2004 - Israel announced plans Monday to build hundreds of new housing units in the West Bank , following an apparent US policy shift on settlements that the Palestinians warned quot ; will destroy the peace process .	
2	Kmart to Sell 18 Stores to Home Depot . NEW YORK ( Reuters ) - Retailer Kmart Holdings Corp . KMRT . O on Monday said it finalized a deal to sell 18 of its stores to Home Depot Inc . HD . N for $ 271 million .	
2	Rules for Overtime Pay To Take Effect Monday . Employers and workers are confused by eligibility and classification of the new regulations .	
3	Students crazy about iPod follow the music to Apple laptops ( USATODAY . com ) . USATODAY . com - Apple 's trendy iPod digital music player , which has revitalized the company , is giving laptop sales a boost during back - to-school season .	
3	Stunt pilots to snag a falling NASA craft . NASA # 39 ; s three - year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept . 8 when Hollywood helicopter pilots will attempt a midair retrieval	
0	Trial of Accused US Vigilantes Resumes . KABUL , Afghanistan Aug . 23 , 2004 - A defense lawyer for one of three Americans accused of torturing a dozen Afghan prisoners in a private jail showed a video in court Monday of Afghanistan # 39 ; s former education	
1	Sports : Graham says he sent the syringe . ATHENS , Greece Track coach Trevor Graham admits he was the person who triggered the BALCO investigation . Graham says he # 39 ; s the one who anonymously sent a syringe of THG to the US Anti - Doping Agency .	
1	Seattle Mariners Minor League Report - August 23rd . TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd , a 13 - 6 loss to the Portland Beavers .	
2	Southwest Airlines to Cut 88 Flights ( Reuters ) . Reuters - Southwest Airlines Inc . ( LUV . N ) , the largest U . S . discount carrier , on Monday said it will eliminate 88 scheduled flights in order to boost revenue by freeing up planes for more lucrative markets .	
2	Seattle Times business columnist admits plagiarism , resigns . A business columnist has resigned from the Seattle Times after admitting he plagiarized the work of other journalists , said the newspaper .	
3	Does Nick Carr matter ? . Strategybusiness concludes that a controversial new book on the strategic value of information technology is flawed -- but correct .	
2	Students Pay More for Beer Than Books . British students spend about $ 1 . 8 billion on drink every year , nearly three times as much as they cough up for books , a survey released on Monday showed .	
2	Leeds students figure high on working curve . Undergraduates in the city earn more than 90 a week on average , just behind Glasgow , Cambridge and Cardiff . Their hard - earned cash is likely to be spent on looking good and socialising , the	
3	Windows Upgrade Causing Campus Headaches . Microsoft Corp . # 39 ; s decision to release a major upgrade for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the	
3	Intel cuts Pentium 4 prices . The newest P4 chips drop in price by 18 percent to 35 percent ; a host of other chips are cheaper now as well .	
2	Northrop Grumman Gets $ 408 Million Pact . Defense contractor Northrop Grumman Corp . on Monday said it received a 10 - year , $ 408 million Army contract to provide simulated battle command training support to Army corps commanders - the latest award in	
3	Record biz hammers # 39 ; ostrich # 39 ; downloaders . The music industry in the US is making great strides in its campaign against people it says have illegally downloaded music , with courts awarding huge settlements in many cases .	
2	Oil price down as Iraq fears ease . The price of oil has fallen as fears about interruptions to supplies being pumped out of Iraq eased slightly .	
0	Israel Accelerates Settlement Drive As Sharon Pushes On With Gaza ... . The Israeli government was accelerating its settlement program Monday with plans to build hundreds of new homes in the West Bank , bolstered by a US softening of opposition to new construction projects .	
3	Obesity Solution : Nuke It . Eying that juicy steak but worried about your waistline ? Sharp says it has developed a new fat - busting microwave oven that can melt some of your worries away .	
3	E - commerce still booming . Online retail sales continue to show significant growth , according to the latest figures released by the US Department of Commerce .	
3	Lycos offers people and discussion search . Terra Lycos SA introduced two search tools on its Lycos U . S . Internet site on Monday as part of a recently announced strategy to focus on services that allow users to connect with others .	
2	Oil Eases as Iraq Resumes Exports . By Andrew Mitchell LONDON ( Reuters ) - High - flying oil prices eased for a second session on Monday as Iraq resumed exports from both its northern and southern outlets after lengthy disruption , despite fierce fighting in the holy city of Najaf .	
2	Botswana miners ' face dismissal ' . Botswana 's giant Debswana diamond mining firm says it will sack workers who carry on with an illegal stoppage .	
0	Congo Ex - Rebel Group Pulls Out of Government ( Reuters ) . Reuters - The former main rebel group during Congo 's civil war pulled out of a power - sharing transitional government on Monday , dealing a major blow to the country 's already fragile peace process .	
2	Blue Chips Unchanged , Wal - Mart Weighs . NEW YORK ( Reuters ) - U . S . blue chips were near the unchanged mark on Monday as a disappointing sales forecast from retailer Wal - Mart Stores Inc . WMT . N dampened sentiment , offsetting the benefit of easing oil prices .	
3	Wiretaps may mute Nextel rivals . Fed up with technical excuses , FBI wants carriers to support eavesdropping capabilities for push - to-talk technology now .	
3	Partnership Connects Wi - Fi Users In The Sky . Wi - Fi is going sky - high thanks to a deal forged between enterprise Internet service provider iPass and Connexion by Boeing . Under the deal , iPass # 39 ; s 528 , 000 - plus Wi - Fi enterprise customers will	
1	Wariner Succeeds Johnson as 400 Meter Champion . ATHENS ( Reuters ) - American 400 meters champion Jeremy Wariner succeeded Michael Johnson as the Olympic gold medallist Monday with a personal best of 44 . 00 seconds .	
2	Observers insist : no proof of fraud in Venezuelan referendum . . Independent observers confirmed that the random auditing of results from the recall referendum ( Sunday August 15 ) against Venezuelan president Hugo Chavez show there are no indications of fraud as claimed by the opposition .	
1	Chicago OKs Cubs to Play at Wrigley Field ( AP ) . AP - The city gave the Chicago Cubs the go - ahead to play ball at Wrigley Field on Monday night after the stadium passed another round of inspections of repair work done on its crumbling upper deck .	
2	Philippine President Says Country Faces Fiscal Crisis . Philippine president Gloria Arroyo warned that her country is in the midst of a fiscal crisis . A report by economists at the University of the Philippines said the country faces economic collapse	
1	US men # 39 ; s basketball routs Angola . Athens , Greece ( Sports Network ) - Tim Duncan led a balanced American attack with 15 points and seven rebounds , as the United States men # 39 ; s basketball team completed the preliminary round with a resounding 89 - 53 victory over winless Angola .	
1	Patterson gets silver on balance beam . Athens , Greece ( Sports Network ) - American Carly Patterson , the women # 39 ; s all- around champion at the Summer Games , added another medal on Monday night with a silver in the balance beam competition .	
1	Gatlin sprints from unknown to 100m gold . Reuters Athens Aug 23 : American Justin Gatlin roared from virtual unknown to win the blue ribband Olympic mens 100 metres race yesterday , upstaging defending champion Maurice Greene and other more illustrious rivals .	
0	Panama Recalls Ambassador From Cuba ( AP ) . AP - Panama recalled its ambassador from Cuba on Monday after the Cuban government threatened to break off relations in a dispute over four anti - Fidel Castro exiles imprisoned in Panama .	
2	Credit Card Delinquencies at a 4 - Year Low . NEW YORK ( Reuters ) - Americans paid their credit card bills on time at a record high level in June , sending credit card delinquencies to their lowest level in four years , Moody 's Investors Service said on Monday .	
2	Deal has S2io champing at the gigabit . OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc .	
3	Microsoft : Use Script to Block Windows XP SP2 Updates . Microsoft has offered up yet another way for businesses to block the automatic update of Windows XP to the big - deal Service Pack 2 ( SP2 ) upgrade .	
1	Marathon meltdown . THE winner smiled and then vomited . The roaring favourite collapsed and couldn # 39 ; t finish . The Australian contemplated surrender , staggered on and didn # 39 ; t regret it .	
