label	text1	text2
1	When did the other two major British stations start color programming ?	On 1 July 1967 , BBC Two became the first television channel in Europe to broadcast regularly in colour , using the West German PAL system that is still in use today although being gradually superseded by digital systems .
1	Which Roman emperor ordered the conquest of the Germans ?	Germanic peoples in Roman territory were culturally Romanized , and although much of Germany remained free of direct Roman rule , Rome deeply influenced the development of German society , especially the adoption of Christianity by the Germans who obtained it from the Romans .
0	In 1979 , which corporation was struggling to run The Times ?	The Thomson Corporation management were struggling to run the business due to the 1979 Energy Crisis and union demands .
1	What dialect continuum does Macedonian belong to ?	Nevertheless , before the establishment of a literary standard of Macedonian in 1944 , in most sources in and out of Bulgaria before the Second World War , the southern Slavonic dialect continuum covering the area of today 's Republic of Macedonia were referred to as Bulgarian dialects .
1	What group presented the opening ceremonies of the Parentalia festival ?	Some rites of the domus ( household ) were held in public places but were legally defined as privata in part or whole .
1	Other than sugar and fiber , what else are carbohydrates consisted of ?	All animals ' diets must provide sufficient amounts of the basic building blocks they need , up to the point where their particular biology can synthesize the rest .
0	What did Christopher Columbus discover in 1492 ?	The combined Spanish monarchies of Castile and Aragon sponsored the voyage of exploration by Christopher Columbus ( d . 1506 ) in 1492 that discovered the Americas .
1	What law show did Spielberg work on ?	His first professional TV job came when he was hired to direct one of the segments for the 1969 pilot episode of Night Gallery .
1	What did Pliny the Elder observe about diamonds ?	Pliny the Elder produced what is one of the largest encyclopedias of the natural world in 77 AD , and must be regarded as the rightful successor to Theophrastus .
1	In what time period did GE pollute the Hudson River with PCBs ?	This pollution caused a range of harmful effects to wildlife and people who eat fish from the river or drink the water .
0	Which consul was responsible for the reforms that allowed all citizens access to join the Roman army ?	In process known as the Marian reforms , Roman consul Gaius Marius carried out a programme of reform of the Roman military .
1	Why was tin was rarely used for everyday use ?	However , in the Bronze age , tin was a rare metal and , in many parts of Europe and the Mediterranean , was often valued higher than gold .
1	When did Madonna visit Malawi 's school ?	Madonna responded by releasing a statement saying she was saddened that Banda had chosen to act negatively about her endeavors .
0	What concept is associated with the solvability of polynomials ?	Abstract properties of Galois groups associated with polynomials ( in particular their solvability ) give a criterion for polynomials that have all their solutions expressible by radicals , i . e . solutions expressible using solely addition , multiplication , and roots similar to the formula above .
0	What was Kant 's influential work on the history of the philosophy of space and time titled ?	In 1781 , Immanuel Kant published the Critique of Pure Reason , one of the most influential works in the history of the philosophy of space and time .
1	To where was the canal designed by Washington intended to ferry water ?	As a result of this and ample access to hydropower due to the falls , Richmond became home to some of the largest manufacturing facilities in the country , including iron works and flour mills , the largest facilities of their kind in the South .
0	Why are seabirds from the southern hemisphere more likely to migrate ?	This is because there is a large area of ocean in the Southern Hemisphere , and more islands suitable for seabirds to nest .
1	In what season do the growth - rings of ring - porous species form with larger vessels localized ?	The rest of the ring , produced in summer , is made up of smaller vessels and a much greater proportion of wood fibers .
0	How did post - punk take on rock and roll ?	Drawing inspiration from elements of punk rock while departing from its musical conventions and wider cultural affiliations , post - punk music was marked by varied , experimentalist sensibilities and its conceptual assault on rock tradition .
0	Where is the headquarters for the Rainbow Times ?	Founded in 2006 , The Rainbow Times is now based out of Boston , but serves all of New England .
1	Along what major road are most hotels located ?	The Hotel Meurice , opened for British travellers in 1817 , was one of the first luxury hotels in Paris .
0	What company produced nylon and acrylic in the 1930s and 1940s ?	Nylon , the first fiber synthesized entirely from petrochemicals , was introduced as a sewing thread by DuPont in 1936 , followed by DuPont 's acrylic in 1944 .
1	What kinds of things have been done by scholars interested in Darwin 's work ?	They celebrated the ideas which over the last 150 years have revolutionised our understanding of nature and our place within it .
0	The notation of music on a what began to take shape at this time ?	It is in this time that the notation of music on a staff and other elements of musical notation began to take shape .
0	Do all ducks fly south for the winter ?	Most domestic ducks are too heavy to fly , and they are social birds , preferring to live and move around together in groups .
1	What were the Reduit ?	During World War II , detailed invasion plans were drawn up by the Germans , but Switzerland was never attacked .
1	Which room has The Ballroom replaced in terms of both use and importance ?	Investitures , which include the conferring of knighthoods by dubbing with a sword , and other awards take place in the palace 's Ballroom , built in 1854 .
0	What is done with Hindus after they die ?	The importance of the Bagmati also lies in the fact that Hindus are cremated on its banks , and Kirants are buried in the hills by its side .
1	What number president of Egypt was Nasser ?	Following a 1954 attempt on his life by a Muslim Brotherhood member acting on his own , he cracked down on the organization , put President Muhammad Naguib under house arrest , and assumed executive office , officially becoming president in June 1956 .
0	What ideals were Greek and Roman Classical architecture not based on ?	The architecture and urbanism of the Classical civilizations such as the Greek and the Roman evolved from civic ideals rather than religious or empirical ones and new building types emerged .
1	What acted as a physical obstacle to anti - aircraft defence ?	Firstly , it and the steel cable were a danger to any aircraft that tried to fly among them .
1	What is the weather phenomena characterized by an unexpected warm wind bringing low reletive humidity to the northern Alps during rainfall in the southern Alps ?	The driest conditions persist in all inner alpine valleys that receive less rain because arriving clouds lose a lot of their content while crossing the mountains before reaching these areas .
0	What stood out in Clark 's response to Leibniz ?	Standing out in Clarke 's ( and Newton ' s ) response to Leibniz 's arguments is the bucket argument : Water in a bucket , hung from a rope and set to spin , will start with a flat surface .
0	What form was the evidence of ancient cultures discovered in ?	Evidence of neolithic age domestication of plants and animals and the use of polished stone tools dating to sometime between 10 , 000 and 6 , 000 BC has been discovered in the form of cave paintings near the city of Taunggyi .
1	What has survived in Nanjing 's suburbs ?	The period of division ended when the Sui Dynasty reunified China and almost destroyed the entire city , turning it into a small town .
1	What act determined what class a citizen belonged to ?	When it was unclear from a person 's physical appearance whether the individual should be considered Coloured or Black , the pencil test was used .
1	Who was the area developer ?	The Midtown Raleigh Alliance was founded on July 25 , 2011 as a way for community leaders to promote the area .
1	What is still the conventional use of the ETX code ?	The end - of-text code ( ETX ) , also known as Control - C , was inappropriate for a variety of reasons , while using Z as the control code to end a file is analogous to it ending the alphabet and serves as a very convenient mnemonic aid .
1	How long do members of the supreme court serve ?	Liberia 's highest judicial authority is the Supreme Court , made up of five members and headed by the Chief Justice of Liberia .
1	What problems did Sheptycki say ' organizational pathologies ' have caused for police ?	He argues that transnational police information circuits help to compose the panic scenes of the security - control society .
1	How do women in the Muslim communities of the Eritrean lowland dress ?	Only Rashaida women maintain a tradition of covering half of their faces , though they do not cover their hair .
1	What book inspired the renovation of Notre Dame ?	One of the most popular of all French writers , Jules Verne , worked at the Theatre Lyrique and the Paris stock exchange , while he did research for his stories at the National Library .
0	What was Eisenhower 's rank in 1933 ?	Major Dwight D . Eisenhower graduated from the Army Industrial College ( Washington , DC ) in 1933 and later served on the faculty ( it was later expanded to become the Industrial College of the Armed Services and is now known as the Dwight D . Eisenhower School for National Security and Resource Strategy ) .
0	Which journalist criticized the Wii version for its controls ?	Regarding the Wii version , GameSpot 's Jeff Gerstmann said the Wii controls felt tacked - on , although 1UP . com said the remote - swinging sword attacks were the most impressive in the entire series .
0	What spirit did Dominic give to his followers ?	Fundamentally , Dominic was ... a man of prayer who utilized the full resources of the learning available to him to preach , to teach , and even materially to assist those searching for the truth found in the gospel of Christ .
1	What was the central pond in the forecourt of a Ziggurat for ?	After a time the Sumerians began to place the temples on top of multi - layered square constructions built as a series of rising terraces , giving rise to the Ziggurat style .
1	In what year was the suspension of the death penalty in the United States ended ?	In this case , the court found that the death penalty was being imposed in an unconstitutional manner , on the grounds of cruel and unusual punishment in violation of the Eighth Amendment to the United States Constitution .
1	What tems do House of Representatives serve ?	Originally , the parliament was to be formed before the president was elected , but interim president Adly Mansour pushed the date .
1	What is a plant scientist called ?	Botany , also called plant science ( s ) or plant biology , is the science of plant life and a branch of biology .
0	How many soldiers were available to Rome at the start of the Second Punic War ?	Polybius states that Rome could draw on 770 , 000 men at the beginning of the Second Punic War , of which 700 , 000 were infantry and 70 , 000 met the requirements for cavalry .
0	What region of Lithuania was to be turned over to the Nazis ?	The USSR annexed the whole of Lithuania , including the Scheschupe area , which was to be given to Germany .
1	What caused the suppression of regional cultures ?	During Franco 's regime , however , the blaugrana team was granted profit due to its good relationship with the dictator at management level , even giving two awards to him .
1	What allows people to hunt over the internet ?	Sitting at your desk in front of your computer , clicking at a mouse , has nothing to do with hunting .
0	What is the most typical staining technique used to identify acid - fast bacteria ?	The most common staining technique used to identify acid - fast bacteria is the Ziehl - Neelsen stain or acid - fast stain , in which the acid - fast bacilli are stained bright - red and stand out clearly against a blue background .
0	In what year did the general public first get access to the internet in Hyderabad ?	The first public internet access service began in 1995 , with the first private sector internet service provider ( ISP ) starting operations in 1998 .
1	How was Sanskrit originally used ?	Sanskrit linguist Madhav Deshpande says that when the term Sanskrit arose it was not thought of as a specific language set apart from other languages , but rather as a particularly refined or perfected manner of speaking .
1	What are electric double - layer capacitors called today ?	Because the double layer mechanism was not known by him at the time , he wrote in the patent : It is not known exactly what is taking place in the component if it is used for energy storage , but it leads to an extremely high capacity . .
1	How does Einstein advocate Mach 's principle ?	If one holds , contrary to idealist beliefs , that objects exist independently of the mind , it seems that relativistics commits them to also hold that space and temporality have exactly the same type of independent existence .
0	What is an example of an issue that is raised in collateral review ?	Most often these are claims , such as ineffective assistance of counsel , which requires the court to consider new evidence outside the original trial record , something courts may not do in an ordinary appeal .
1	How much does Vanguard plan to invest in DMC ?	Detroit Medical Center formally became a part of Vanguard Health Systems on December 30 , 2010 , as a for profit corporation .
0	What is another phrase meaning hidden feature ?	The original iPod had the game Brick ( originally invented by Apple 's co - founder Steve Wozniak ) included as an easter egg hidden feature ; later firmware versions added it as a menu option .
0	When did Windows 8 manufacturing begin ?	On August 1 , 2012 , Windows 8 ( build 9200 ) was released to manufacturing with the build number 6 . 2 . 9200 . 16384 .
1	The standard description of measurement in quantum mechanics is what ?	This is generally a consequence of time being modeled by a parameter in the system being analyzed , where there is no proper time : the direction of the arrow of time is sometimes arbitrary .
0	What is the marking for a 2N2222A in a plastic case ?	Some proprietary naming schemes adopt parts of other naming schemes , for example a PN2222A is a ( possibly Fairchild Semiconductor )
1	How many time has Greece participated in the Eurovision Song Contest ?	In 2005 , Greece won with the song My Number One , performed by Greek - Swedish singer Elena Paparizou .
0	What other species can be seen close to the shores of Norfolk Island ?	Today , numbers of larger whales have disappeared , but even today many species such humpback whale , minke whale , sei whale , and dolphins can be observed close to shores , and scientific surveys have been conducted regularly .
0	What is Neptune 's temperature in the thermosphere ?	For reasons that remain obscure , the planet 's thermosphere is at an anomalously high temperature of about 750 K .
0	How much money did Lawrence have to contribute to the University as terms of its charter ?	The law was conditioned upon a gift from Lawrence of a $ 15 , 000 endowment fund and a site for the university , in or near the town , of not less than forty acres ( 16 ha ) of land .
0	Who replaced Sony in 2010 as Idol 's music label ?	Sony Music was partnered with American Idol and distribute its music , and In 2010 , Sony was replaced by as the music label for American Idol by UMG 's Interscope - Geffen-A&M Records .
0	Who introduced the first quantized model of the atom ?	Niels Bohr introduced the first quantized model of the atom in 1913 , in an attempt to overcome a major shortcoming of Rutherford 's classical model .
1	What was the primary focus of Bush 's campaign ?	This strategy was designed to convey to American voters the idea that Bush could be trusted to be tough on terrorism while Kerry would be uncertain in the face of danger .
0	What day was the city of Seoul captured ?	On 28 June , at 2 am , the South Korean Army blew up the highway bridge across the Han River in an attempt to stop the North Korean army .
0	When did the US formally take control of the Tucson area ?	Tucson became a part of the United States of America , although the American military did not formally take over control until March 1856 .
1	At what point could Athanasius return to Alexandria ?	Athanasius did , however , remain in contact with his people through his annual Festal Letters , in which he also announced on which date Easter would be celebrated that year .
1	How many Native Hawaiian are in Raleigh ?	As of the 2000 United States census , there were 276 , 093 persons ( July 2008 estimate was 380 , 173 ) and 61 , 371 families residing in Raleigh .
1	What science university did Saudi Arabia establish ?	United Arab Emirates has invested in Zayed University , United Arab Emirates University , and Masdar Institute of Science and Technologyclarification needed
0	On what date in 2006 did May and Taylor of Queen appear on American Idol ?	On 11 April 2006 , Brian May and Roger Taylor appeared on the American singing contest television show American Idol .
0	How many meters high is Guru Shikhar ?	The Aravalli Range runs across the state from the southwest peak Guru Shikhar ( Mount Abu ) , which is 1 , 722 m in height , to Khetri in the northeast .
1	When did Arsenal move to Arsenal Stadium in Highbury ?	Arsenal Football Club was formed as Dial Square in 1886 by workers at the Royal Arsenal in Woolwich , south - east London , and were renamed Royal Arsenal shortly afterwards .
1	Where was the Foreign Ministers conference held ?	Since negotiations at that conference did not prove constructive from an American point of view , the document edition was sent to press .
0	How long after Digimon Fusion was a new series announced ?	A new Digimon series was announced 30 months after the end of Digimon Fusion at a 15th anniversary concert and theater event for the franchise in August 2014 .
0	When was the Battle of Austerlitz fought ?	At the Battle of Austerlitz , in Moravia on 2 December , he deployed the French army below the Pratzen Heights and deliberately weakened his right flank , enticing the Allies to launch a major assault there in the hopes of rolling up the whole French line .
1	Which philosopher of the Muslim world is considered an important author of work on evolution ?	Al - Biruni , a critic of Aristotelian natural philosophy ; Ibn Tufail and Ibn al - Nafis , pioneers of the philosophical novel ; Shahab al - Din Suhrawardi , founder of Illuminationist philosophy ; Fakhr al - Din al - Razi , a critic of Aristotelian logic and a pioneer of inductive logic ; and Ibn Khaldun , a pioneer in the philosophy of history .
1	Which Parliamentary Acts allow a bill to be presented for assent even after the House of Lords has refused it ?	It may be granted in parliament or outside parliament ; in the latter case , each house must be separately notified before the bill takes effect .
1	What does the USB Power Delivery revision 2 . 0 specification cover ?	The USB Power Delivery revision 2 . 0 specification has been released as part of the USB 3 . 1 suite .
1	What kind of plane was the Red Wing ?	The White Wing and June Bug were to follow and by the end of 1908 , over 150 flights without mishap had been accomplished .
0	Who was Melbourne named in honor of ?	It was named Melbourne by the Governor of New South Wales , Sir Richard Bourke , in honour of the British Prime Minister of the day , William Lamb , 2nd Viscount Melbourne .
1	What happened in 1976 that impacted this primate 's classification as Endanger ?	Green and the CPI further noted another exploit of the ESA in their discussion of the critically endangered cotton - top tamarin ( Saguinus oedipus ) .
1	Who owned W3XE ?	Today , as in many large metropolitan areas , each of the commercial networks has an affiliate , and call letters have been replaced by corporate IDs :
0	What were the pillboxes and bunkers connected by ?	From early 1944 until the days leading up to the invasion , Kuribayashi transformed the island into a massive network of bunkers , hidden guns , and 11 mi ( 18 km ) of underground tunnels .
0	What are some of the local jargon used in Greek speaking ?	Modern Greek has , in addition to Standard Modern Greek or Dimotiki , a wide variety of dialects of varying levels of mutual intelligibility , including Cypriot , Pontic , Cappadocian , Griko and Tsakonian ( the only surviving representative of ancient Doric Greek ) .
0	Why was the Greater London Council established ?	In 1965 London 's political boundaries were expanded to take into account the growth of the urban area and a new Greater London Council was created .
1	What company introduced the first device to help deaf people communicate through telecommunications ?	The use of sign language via videotelephony was hampered for many years due to the difficulty of its use over slow analogue copper phone lines , coupled with the high cost of better quality ISDN ( data ) phone lines .
0	What was the pupil - teacher ratio in Namibia in 1999 ?	The pupil - teacher ratio in 1999 was estimated at 32 : 1 , with about 8 % of the GDP being spent on education .
0	Where is the biggest Buddha statue in Europe ?	The Pagode de Vincennes Buddhist temple , near Lake Daumesnil in the Bois de Vincennes , is the former Cameroon pavilion from the 1931 Paris Colonial Exposition .
0	Who cast the lone no vote on the creation of the district citing Bader Field 's inclusion ?	Also , the inclusion of Bader Field in the district was controversial and received much scrutiny from mayor Lorenzo Langford , who cast the lone no vote on the creation of the district citing its inclusion .
1	What did renaissance writers question ?	Machiavelli in particular was scornful of writers on politics who judged everything in comparison to mental ideals and demanded that people should study the effectual truth instead .
1	What is the annual budget of Notre Dame 's LaFortune Center ?	Commonly known as LaFortune or LaFun , it is a 4 - story building of 83 , 000 square feet that provides the Notre Dame community with a meeting place for social , recreational , cultural , and educational activities .
1	What should MPI characterization of a person be combined with for deriving the most useful case descriptions ?	The Multidimensional Pain Inventory ( MPI ) is a questionnaire designed to assess the psychosocial state of a person with chronic pain .
0	What is Ronnie known for to Wrigley Field visitors ?	He is known to Wrigley Field visitors for his idiosyncratic cheers at baseball games , generally punctuated with an exclamatory Woo !
1	Name a Jewish community that disappeared entirely ?	The result has been a growing trend of assimilation , as Jews marry non - Jewish spouses and stop participating in the Jewish community .
1	When did Captain T . C . Fowle write of a trip he had taken from Karachi to Syria ?	Captain T . C . Fowle , 40th Pathans ( troops of British India ) , wrote of a trip he had taken from Karachi to Syria just before the war .
0	What is a measure of how much efficient is improved by adding a device designed to make something stronger ?	Antenna gain should not be confused with amplifier gain , a separate parameter measuring the increase in signal power due to an amplifying device .
0	What borough has the largest population of Jewish people ?	Christianity ( 59 % ) , particularly Catholicism ( 33 % ) , was the most prevalently practiced religion in New York as of 2014 , followed by Judaism , with approximately 1 . 1 million Jews in New York City , over half living in Brooklyn .
1	What is the basis of capitalization standards for the sentence - style capitalization ?	Examples of global publishers whose English - language house styles prescribe sentence - case titles and headings include the International Organization for Standardization .
0	Who moved the Roman Empire capital in 330 AD ?	The Hellenistic period may be seen to end either with the final conquest of the Greek heartlands by Rome in 146 BC following the Achean War , with the final defeat of the Ptolemaic Kingdom at the Battle of Actium in 31 BC , or even the move by Roman emperor Constantine the Great of the capital of the Roman Empire to Constantinople in 330 AD .
1	What did Kerry do on Apr 22 , 1971 ?	As Kerry threw his decorations over the fence , his statement was : I 'm not doing this for any violent reasons , but for peace and justice , and to try and make this country wake up once and for all .
1	When did the French and British capture the Russian Bomarsund fortress ?	In the same month , the Western Allied Baltic Fleet tried to destroy heavily defended Russian dockyards at Sveaborg outside Helsinki .
0	Public spending has risks of kickbacks , embezzlement and what ?	Extensive and diverse public spending is , in itself , inherently at risk of cronyism , kickbacks , and embezzlement .
0	Because all five were in the top ten of Billboard 's charts , this made Idol what ?	All five of these albums reached the top ten in Billboard 200 which made then American Idol the most successful soundtrack franchise of any motion picture or television program .
0	Where in Tennessee is the headquarters of International Paper ?	Major corporations with headquarters in Tennessee include FedEx , AutoZone and International Paper , all based in Memphis ; Pilot Corporation and Regal Entertainment Group , based in Knoxville ; Eastman Chemical Company , based in Kingsport ; the North American headquarters of Nissan Motor Company , based in Franklin ; Hospital Corporation of America and Caterpillar Financial , based in Nashville ; and Unum , based in Chattanooga .
1	When is King Mom symbolically burnt ?	Carnival means weeks of events that bring colourfully decorated floats , contagiously throbbing music , luxuriously costumed groups of celebrants of all ages , King and Queen elections , electrifying jump - ups and torchlight parades , the Jouvert morning : the Children 's Parades and finally the Grand Parade .
0	What is the per person per day targeted use of water for Tuvalu ?	Government water planning has established a target of between 50 and 100L of water per person per day accounting for drinking water , cleaning , community and cultural activities .
0	Who wrote Seven Lamps of Architecture ?	The 19th - century English art critic , John Ruskin , in his Seven Lamps of Architecture , published 1849 , was much narrower in his view of what constituted architecture .
1	To whom was Georgics dedicated to ?	Ancient scholars , such as Servius , conjectured that the Aristaeus episode replaced , at the emperor 's request , a long section in praise of Virgil 's friend , the poet Gallus , who was disgraced by Augustus , and who committed suicide in 26 BC .
1	What first person from the USSR controlled their own spacecraft ?	There were no maneuvering rockets on the Vostok to permit space rendezvous , required to keep two spacecraft a controlled distance apart .
1	When did yeovil achieve promotion to the champion league	The county gained its first Football League club in 2003 , when Yeovil Town won promotion to Division Three as Football Conference champions .
1	What is the name for the glassmaking method that involved spinning it into sheets ?	The observation that old windows are sometimes found to be thicker at the bottom than at the top is often offered as supporting evidence for the view that glass flows over a timescale of centuries , the assumption being that the glass has exhibited the liquid property of flowing from one shape to another .
1	What percentage of copper is used in roofing and plumbing ?	Machining of copper is possible , although it is usually necessary to use an alloy for intricate parts to get good machinability characteristics .
1	What entity provides help with the management of time for new students at Notre Dame ?	All of Notre Dame 's undergraduate students are a part of one of the five undergraduate colleges at the school or are in the First Year of Studies program .
0	What three regions do some linguists divide Russian into ?	Others divide the language into three groupings , Northern , Central ( or Middle ) and Southern , with Moscow lying in the Central region .
0	What function does copper serve when used in textile fibers ?	Textile fibers use copper to create antimicrobial protective fabrics , as do ceramic glazes , stained glass and musical instruments .
0	How many people were in Bell 's first class ?	Teaching his father 's system , in October 1872 , Alexander Bell opened his School of Vocal Physiology and Mechanics of Speech in Boston , which attracted a large number of deaf pupils , with his first class numbering 30 students .
0	Who provided the game obtained in feudal territory ?	Game in these areas was used as a source of food and furs , often provided via professional huntsmen , but it was also expected to provide a form of recreation for the aristocracy .
1	Since when have Indigenous Australians been referred to as black ?	While originally related to skin colour , the term is used to today to indicate Aboriginal or Torres Strait Islander ancestry in general and can refer to people of any skin pigmentation .
1	What happens to a person whose autobiographic memory is damaged ?	There are many sorts of amnesia , and by studying their different forms , it has become possible to observe apparent defects in individual sub - systems of the brain 's memory systems , and thus hypothesize their function in the normally working brain .
1	Where did Galeries Lafayette open in 2013 , inside Indonesia ?	2007 saw the re - opening of Jakarta 's Seibu , poised to be the largest and second most upscale department store in Indonesia after Harvey Nichols , which the latter closed in 2010 and yet plans to return .
0	Which Eastern Bloc nation did Nguesso sign a pact with ?	Sassou Nguesso aligned the country with the Eastern Bloc and signed a twenty - year friendship pact with the Soviet Union .
0	Where was the planned invasion of Britain by France ?	The French planned to invade the British Isles during 1759 by accumulating troops near the mouth of the Loire and concentrating their Brest and Toulon fleets .
1	What does a grey - box tester implement when they have limited information ?	Typically , a grey - box tester will be permitted to set up an isolated testing environment with activities such as seeding a database .
0	Western North carolina is also known as what ?	Differences in the settlement patterns of eastern and western North Carolina , or the Low Country and uplands , affected the political , economic , and social life of the state from the 18th until the 20th century .
0	Where were the people of the region noted ?	The people of the region were noted in Classical literature as Mauri , which was subsequently rendered as Moors in English .
1	Around what percentage of the Roman populace were thought to be slaves ?	Slavery and slaves were part of the social order ; there were slave markets where they could be bought and sold .
0	What other instruments do the Japanese madnolin orchestras play ?	Japanese mandolin orchestras today may consist of up to 40 or 50 members , and can include woodwind , percussion , and brass sections .
1	What marked the conclusion of The Great War ?	During the decision - making of the Treaty of Versailles , Italy pulled out of the conference because a part of its demands were not met and temporarily left the other three countries as the sole major architects of that treaty , referred to as the Big Three .
0	What was the main component of Japanese sailor 's diet ?	In the early 1880s , Kanehiro Takaki observed that Japanese sailors ( whose diets consisted almost entirely of white rice ) developed beriberi ( or endemic neuritis , a disease causing heart problems and paralysis ) , but British sailors and Japanese naval officers did not .
0	What philosophy characterized the Mau resistance ?	In accordance with the Mau 's non - violent philosophy , the newly elected leader , High Chief Tupua Tamasese Lealofi , led his fellow uniformed Mau in a peaceful demonstration in downtown Apia on 28 December 1929 .
0	What is charms ?	A vertical toolbar known as the charms ( accessed by swiping from the right edge of a touchscreen , or pointing the cursor at hotspots in the right corners of a screen ) provides access to system and app - related functions , such as search , sharing , device management , settings , and a Start button .
0	In which previous catastrophe not live up to international standards ?	Rescue efforts performed by the Chinese government were praised by western media , especially in comparison with Myanmar 's blockage of foreign aid during Cyclone Nargis , as well as China 's previous performance during the 1976 Tangshan earthquake .
1	Which bridges were shut down because of filming ?	The crew returned to the river less than a week later to film scenes solely set on Westminster Bridge .
1	Which newspaper overtook The Sun as largest Saturday UK newspaper ?	Regional editions of the newspaper for Scotland , Northern Ireland and the Republic of Ireland are published in Glasgow ( The Scottish Sun ) , Belfast ( The Sun ) and Dublin ( The Irish Sun ) respectively .
1	How did Waitz define anthropology ?	Following Broca 's lead , Waitz points out that anthropology is a new field , which would gather material from other fields , but would differ from them in the use of comparative anatomy , physiology , and psychology to differentiate man from the animals nearest to him .
0	How many government - affiliated institutes of technology are there in India ?	There are 16 autonomous Indian Institutes of Technology in addition to 30 National Institutes of Technology which are Government Institutions .
0	What was the second largest denomination in North carolina in 2010 ?	As of 2010 the Southern Baptist Church was the biggest denomination , with 4 , 241 churches and 1 , 513 , 000 members ; the second largest was the United Methodist Church , with 660 , 000 members and 1 , 923 churches .
0	Are the languages of Myanmar widely used by other nations ?	Since many of them are known only within small tribes around the country , they may have been lost ( many if not all ) after a few generations .
1	What was Freddie Mercury 's zodiac sign ?	Having attended art college , Mercury also designed Queen 's logo , called the Queen crest , shortly before the release of the band 's first album .
0	What does ITU - R stand for ?	Since 1972 , International Telecommunication Union 's radio telecommunications sector ( ITU - R ) had been working on creating a global recommendation for Analog HDTV .
0	What was the name of the Dutch physicist who invented the Leyden Jar ?	The following year , the Dutch physicist Pieter van Musschenbroek invented a similar capacitor , which was named the Leyden jar , after the University of Leiden where he worked .
1	How many parts did the Gregorian calendar reform have ?	Lilius also produced an original and practical scheme for adjusting the epacts of the moon when calculating the annual date of Easter , solving a long - standing obstacle to calendar reform .
1	For clues about the climate of a place , we can look at variation in isotopic abundances or what other thing ?	People have used wood for millennia for many purposes , primarily as a fuel or as a construction material for making houses , tools , weapons , furniture , packaging , artworks , and paper .
1	Which is the most developed and well known of the Hindu schools ?	Each of these have been further categorized in terms of conditionality , completeness , confidence and possibility of error , by each sub - school of Vedanta .
0	When was Oklahoma 's border determined ?	In the 1890s , when Oklahoma was formally surveyed using more accurate surveying equipment and techniques , it was discovered that the Texas line was not set along the 103rd Meridian .
0	What are Indo - Iranian languages a subset of ?	The Iranian languages or Iranic languages form a branch of the Indo - Iranian languages , which in turn are a branch of the Indo - European language family .
1	What did Victoria think of Lady Flora ?	At the start of her reign Victoria was popular , but her reputation suffered in an 1839 court intrigue when one of her mother 's ladies - in-waiting , Lady Flora Hastings , developed an abdominal growth that was widely rumoured to be an out - of-wedlock pregnancy by Sir John Conroy .
1	What newspaper broke the story about Schwarzenegger 's child with another woman ?	In the statement , Schwarzenegger did not mention that he had confessed to his wife only after Shriver had confronted him with the information , which she had done after confirming with the housekeeper what she had suspected about the child .
1	Where did missionaries live as of 1857 ?	Similarly , in 1845 the schooner Naiad punished a native for stealing with such violence that the natives attacked the ship .
1	What are some classical societies whose literature is still studied today ?	Lyric poetry ( as opposed to epic poetry ) was often the speciality of courts and aristocratic circles , particularly in East Asia where songs were collected by the Chinese aristocracy as poems , the most notable being the Shijing or Book of Songs .
0	What forbid harmful incantations ?	The Twelve Tables forbade any harmful incantation ( malum carmen , or ' noisome metrical charm ' ) ; this included the charming of crops from one field to another ( excantatio frugum ) and any rite that sought harm or death to others .
0	How long do TCM Wineclub subscriptions last ?	Wines are available in 3 month subscriptions , and can be selected as reds , whites , or a mixture of both .
0	In what city was Tony Chebatoris executed ?	( However , the United States government executed Tony Chebatoris at the Federal Correctional Institution in Milan , Michigan in 1938 . )
0	What is Neptune 's angular diameter range ?	Because of the distance of Neptune from Earth , its angular diameter only ranges from 2 . 2 to 2 . 4 arcseconds , the smallest of the Solar System planets .
0	What investor bought Iscar ?	In July 2007 , American business magnate and investor Warren Buffett 's holding company Berkshire Hathaway bought an Israeli company , Iscar , its first non - U . S . acquisition , for $ 4 billion .
0	Media Transfer Protocol was designed by who ?	Media Transfer Protocol ( MTP ) was designed by Microsoft to give higher - level access to a device 's filesystem than USB mass storage , at the level of files rather than disk blocks .
1	How many Great Lakes form a border with Canada ?	The Ohio and Tennessee Valleys and the Midwest consist largely of rolling hills and productive farmland , stretching south to the Gulf Coast .
1	What can be affected by DST that might disrupt plans for a vacation ?	Computer software can often adjust clocks automatically , but policy changes by various jurisdictions of the dates and timings of DST may be confusing .
1	What direction is Norfolk Island in relation to Australia ?	The island 's highest point is Mount Bates ( 319 metres ( 1 , 047 feet ) above sea level ) , located in the northwest quadrant of the island .
1	Two Boston department stores merged to form what Cincinnati based department store ?	Boston is an intellectual , technological , and political center but has lost some important regional institutions , including the acquisition of The Boston Globe by The New York Times , and the loss to mergers and acquisitions of local financial institutions such as FleetBoston Financial , which was acquired by Charlotte - based Bank of America in 2004 .
0	Which general 's zeal and lack of planning led to cutting off Prince Charles from his calvary ?	The aging General von Steinmetz made an overzealous , unplanned move , leading the 1st Army south from his position on the Moselle .
1	Who did Altan Khan persuade to convert to Gelug Buddhism ?	Angela F . Howard writes that this unique relationship not only provided the Dalai Lama and Panchen Lama with religious and political authority in Tibet , but that Altan Khan gained enormous power among the entire Mongol population .
0	Who invested in European debts ?	When Germany could no longer afford war payments , Wall Street invested heavily in European debts to keep the European economy afloat as a large consumer market for American mass - produced goods .
